,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
Label,BtCv_1,BtCv_1,BtCv_1,BtCv_2,BtCv_2,BtCv_2,BtCv_3,BtCv_3,BtCv_3,BtCv_4,BtCv_4,BtCv_4,BtCv_5,BtCv_5,BtCv_5,BtCv_6,BtCv_6,BtCv_6,BtPs_1,BtPs_1,BtPs_1,BtPs_2,BtPs_2,BtPs_2,BtPs_3,BtPs_3,BtPs_3,BtPs_4,BtPs_4,BtPs_4,BtPs_5,BtPs_5,BtPs_5,BtPs_6,BtPs_6,BtPs_6,CvPs_1,CvPs_1,CvPs_1,CvPs_2,CvPs_2,CvPs_2,CvPs_3,CvPs_3,CvPs_3,CvPs_4,CvPs_4,CvPs_4,CvPs_4,CvPs_5,CvPs_5,CvPs_5,CvPs_6,CvPs_6,CvPs_6,Full_1,Full_1,Full_1,Full_1,Full_2,Full_2,Full_2,Full_3,Full_3,Full_3,Full_4,Full_4,Full_4,Full_5,Full_5,Full_5,Full_6,Full_6,Full_6
3.576106935/335.0702414,1.47229,1.4689515,0.9350074,1.8988657,2.0561674,2.016123,2.118084,2.2341358,2.4486034,2.0539868,2.4336846,2.5437158,2.4945406,2.831019,2.7564883,2.7585062,2.8394515,2.8503618,1.580285,1.5614776,1.5839481,2.2690965,2.0387662,1.9625462,2.6090029,2.0276995,1.996555,2.5447037,1.7616766,2.0987404,2.6389852,2.205537,2.1606067,3.032149,1.0265959,2.4410371,0.1686456,0.4309067,0.5221147,1.6157121,1.6806348,1.7023608,1.920521,1.866934,1.9136237,2.0575303,1.5747925,3.2400346,1.8191989,1.9851638,2.1382427,2.0851843,2.1279983,1.9843358,1.6978079,1.2271468,0.8010097,1.0835316,0.9934735,2.271613,2.2789811,2.193582,2.2444102,2.3172156,2.3052741,2.2328611,2.6105045,2.352663,2.2837553,2.4587483,2.4933912,2.5916272,3.1200609,2.6483663
5.235601924/373.9891642,2.2253636,1.9971633,1.5204022,2.7285954,2.1810973,1.739655,2.1866204,2.5175708,2.1074715,3.2039225,2.8257175,1.5842841,3.2224975,2.7066264,1.9687179,3.7770881,2.7505727,2.0407306,2.2369165,1.6614673,1.339925,3.2332928,1.8629973,1.7692083,3.7200935,2.5464078,1.6127474,4.2828851,2.5058629,2.4436881,3.9577156,3.5534433,2.2870812,4.082488,2.5816752,2.4063443,0.9438798,0.8456388,1.0543045,1.2002528,0.9409433,0.9885772,1.4297783,1.3015877,1.5548955,1.5603037,1.4922272,2.3796971,1.7535025,1.2307615,1.2032726,1.0114808,1.2309392,1.2878488,1.8839529,1.3690244,1.9437489,1.8499852,1.1398964,1.9921797,2.0211011,1.8851057,2.37278,1.9017894,2.0709892,1.2736182,2.0143913,2.1662724,3.1517044,2.3506522,1.9836994,2.8354373,2.0500628,1.810527
2.384214097/259.1294595,0.818786,0.7690139,1.0268692,1.6265911,1.3915581,1.6073433,1.8694646,1.8121884,1.8783595,1.810497,2.1454593,2.0335814,2.2421598,2.1783488,2.2337741,2.2147941,2.3733849,2.4227402,0.4487641,0.6252111,0.4705459,0.550119,0.5267192,0.6676339,0.9319676,0.857047,0.538116,0.7351402,0.8243461,1.0638669,0.8934774,0.9070958,1.109009,0.9459748,0.24296,1.2488893,0.6627433,0.8589227,1.0272984,1.8205738,1.9550458,1.7863053,1.9800952,2.1250007,2.0907583,1.9469646,2.392776,1.2822286,2.4667619,2.5636588,3.04209,2.7136872,2.8504637,3.0887209,3.1757152,0.8183542,0.851457,1.2895406,1.0701147,1.4696327,1.79254,1.7087558,1.7009733,1.4480218,1.7546628,1.613856,1.8588735,1.8441109,1.7644491,1.8635086,1.8921732,2.0576041,2.371822,2.0105566
2.856018405/332.0438475,0.4251191,0.4296382,0.6448009,1.6531285,1.5956539,1.687702,1.8436572,1.8512882,1.7908664,1.9151122,1.9960068,2.0078269,2.2951736,2.1042793,2.3282432,2.5337238,2.214568,2.4950871,0.1881968,0.1949883,0.1852628,0.1851578,0.2013738,0.5016041,0.1946027,0.1926337,0.6631059,0.1885242,0.2405625,0.5687658,0.2605703,0.2199429,0.674514,0.1947049,0.2300039,0.9678121,0.7003576,0.8597072,0.803,1.4342119,1.5944334,1.6852559,1.668612,1.692571,1.725855,1.6110071,1.8003592,0.1955413,1.8028514,1.812152,2.08854,1.8646634,1.8988325,2.1486529,1.9874072,1.1326419,0.6855513,1.0080237,0.5507907,1.6921142,1.9572212,1.8250494,1.9062928,1.8550265,1.9638822,1.9054499,2.1916637,2.0438112,2.0963554,2.0400605,2.1957145,2.2505448,2.2934617,2.4975538
2.127169413/247.0131067,0.8285707,0.6722966,0.548704,1.5595327,1.4509196,1.4560611,1.7181109,1.7009407,1.576172,2.0065525,1.8607199,1.8892859,2.4198801,2.0306348,2.0145657,2.8151583,2.1752279,2.3819393,1.6417979,0.8636614,1.5870292,1.8959054,1.7072167,2.0760852,1.9429399,1.6606988,2.1225649,2.0661322,2.1095373,2.306407,2.3339082,2.1904539,2.2621428,2.1378641,1.3797817,2.0736702,2.5378846,2.3809505,2.2997045,3.7563982,3.3596983,3.4322541,3.9604875,3.6652852,3.6079071,3.1444268,4.0218832,1.391848,3.7418422,4.4099861,4.4078463,3.7326937,4.725298,4.3713305,3.9576369,1.9761959,1.5206842,1.9401658,1.5441367,2.5149124,2.5009024,2.0340653,2.573238,2.3005,2.0451165,2.5680341,2.9102132,2.24541,2.499181,2.6559933,2.3835754,3.08508,2.5837668,2.6363879
2.90958126/371.2293602,0.4370475,1.1226285,0.7074465,1.8706563,1.9665771,1.95564,2.1605295,2.080873,2.0871134,1.96622,2.343837,1.9726101,2.4346642,2.2602344,2.187973,2.4403097,2.211714,2.1040658,0.6186852,0.5485817,0.5124289,1.4188413,1.5959303,1.5911624,1.3654425,1.8921982,1.6860551,1.7078002,1.7552544,2.0417773,1.4682152,2.0266816,2.1619642,1.128569,0.4519277,2.1681855,1.0825552,1.3708211,0.894573,2.5657492,2.5157483,1.7936786,2.8326915,2.9397539,2.0468687,2.5501227,3.0184911,1.666691,2.3385112,2.1568994,3.1384552,2.3609832,2.9814845,3.1392711,2.5221031,0.9313731,1.1283575,1.3341204,0.8085146,2.0055709,2.3690433,2.1294107,2.1321397,2.3383867,2.1723704,2.1140672,2.6055546,2.1699548,2.2275029,2.4182812,2.2063891,2.6106871,2.6868975,2.2370509
9.29542271/509.456803,1.0109042,0.9442852,0.7499288,1.5413651,1.6555831,1.5534182,1.9777071,2.0742456,1.9458098,2.1965425,2.422227,2.158863,2.8532748,2.9568304,2.6516623,3.1143405,3.0521117,2.821246,0.6985935,0.2724458,0.265262,0.2587319,0.5061694,1.0120805,0.8981073,0.3345687,0.8349733,0.3330353,0.3997713,1.0976813,0.188197,0.373749,1.3922192,0.2737287,0.362791,1.3594376,0.6323747,0.3425616,0.3131281,1.8330697,1.6587415,1.5445404,1.9620206,2.1759348,1.8202216,2.2022092,2.2973278,0.3331248,2.1795987,2.4572066,2.8659364,2.4897467,2.8371966,3.1890511,2.5859257,0.5964141,0.5395888,0.9817917,0.5013537,1.9888687,1.8454451,1.6799929,2.2218486,1.9604015,2.0968181,2.2346755,2.4990648,2.2450808,2.8095595,2.4780607,2.5092997,3.0448711,3.0041939,2.6846238
3.053755391/676.1054258,2.0861889,1.4919558,1.3674929,1.8161616,0.6889741,1.6028351,1.0578245,0.7528722,0.9566929,1.6428415,0.9775008,0.779966,1.0712352,0.5856987,1.1402526,1.555271,0.7281611,0.8098127,0.3163725,0.3277895,0.8616844,0.3112637,0.338524,0.8827454,0.3271412,0.3238312,1.1187739,0.3169229,0.404403,1.2130083,0.4380375,0.36974,1.4025817,0.3273131,0.3866532,0.9370993,1.2399274,1.1183513,0.9194735,1.9140124,1.6366273,0.7959711,1.3425111,0.6862369,0.8321597,1.4124393,0.8858078,0.3287192,0.805737,1.1241745,0.8476139,0.5309556,1.7146441,0.8200533,0.8197312,2.377635,2.2824536,1.9593675,1.5635982,2.2851807,1.9038076,0.8225672,2.0171629,1.7095743,0.8686154,2.0282782,2.5877326,1.5348209,2.6550421,2.0305256,1.0763199,1.5456744,0.7904932,1.2440477
3.577319724/424.223656,0.3939162,0.465918,0.5142096,1.1107731,1.0427304,0.8896521,0.9105018,1.1724662,1.1416143,0.9842237,1.3508107,1.5069332,1.3555667,1.5104924,1.3049969,1.1286643,1.4450757,1.3516806,0.366399,0.3934119,0.1905956,0.1904876,0.5559997,0.4352439,1.0179793,0.5902392,0.7315949,0.4725759,0.5364257,0.7284047,2.3889768,0.7345498,0.9178747,0.4705553,0.2366246,0.7314416,1.2561508,1.4598869,1.1154571,2.3669841,2.197166,2.1543824,2.3651673,2.5170246,2.1937498,1.9562279,2.504913,0.20117,2.4312305,2.680483,2.8578539,2.7889914,2.7915355,2.9812962,2.7200754,0.4578724,0.7511928,1.0208369,0.8096611,0.9904421,1.7543221,1.0796286,1.2154243,1.1953712,0.9465882,1.1984121,1.3600643,1.2201974,3.5666367,1.2746932,1.2216037,1.4531745,1.5618985,1.1830436
2.107937118/303.0952759,0.4929873,0.9679232,1.0861676,1.7518259,1.6329463,1.6043043,1.7620796,1.9092497,1.4584172,1.955212,2.461399,2.1942002,2.2577965,2.3811952,2.026871,2.3731359,2.2735674,2.6791881,0.1833268,0.6758056,1.3269982,0.3951239,0.624579,1.2329734,0.6176042,0.9479767,1.2036892,0.757496,0.6620087,1.6082924,0.9303968,0.7271869,1.5753211,0.6250407,0.7716235,1.8128075,0.9926471,1.2923771,0.7151277,1.9321734,1.8855723,1.7850194,2.7491498,2.7454305,2.2875424,2.0071675,3.6558275,0.988298,3.0901933,4.0635736,4.5346004,3.8252521,4.774067,4.8046449,4.5908567,1.8545927,0.8583403,1.2543271,1.0241971,1.3283708,1.1709617,1.1752278,1.0847823,1.3228862,1.2802025,1.7114919,1.8627519,1.4451307,1.7018477,1.5497942,1.7362547,2.2846269,2.5633555,2.1702522
3.431260075/473.2762925,0.9228976,1.0596786,0.8465399,1.1215484,1.1507033,1.1371907,1.3483735,1.4367103,1.4561426,1.5309761,1.7184062,1.6408443,1.886154,1.8655111,1.9344912,1.9700457,2.0345916,2.0426857,1.2817057,1.2131444,1.0537458,1.5052925,1.4288599,1.3299625,1.849493,1.5843001,1.411096,1.6845759,1.2745676,1.6120327,1.9226499,1.7975965,1.7184192,1.8248006,0.7177074,1.7160336,0.7136593,0.8521317,1.0513072,1.9319402,1.8614915,1.8675141,2.0412069,2.2624446,1.6010717,2.0897463,2.301136,1.4690722,1.1825556,2.3952772,2.6720414,1.6605776,2.55072,2.7674164,1.7490926,0.7394108,0.9399161,0.7515639,0.6898634,1.3409043,1.152582,1.2018542,1.7106343,1.5540712,1.5353778,1.6164721,1.7923675,1.7660691,2.5284411,1.7518912,1.8502475,2.080961,2.0320792,1.8221248
2.202068016/303.0953657,0.4929873,0.9679232,1.0861676,1.7518259,1.6159762,1.6043043,2.0973174,1.9969776,2.0964475,1.9139072,2.481174,2.1942002,2.2577965,2.5024718,2.5232552,2.4634858,2.6219205,2.6834029,1.0497015,0.6758056,1.3269982,0.3951239,0.624579,1.2329734,0.7802998,0.9479767,1.2036892,0.757496,0.817661,1.6082924,0.9303968,0.8031884,1.5753211,0.6250407,0.7716235,1.8128075,0.9926471,1.2923771,0.7151277,1.8299448,2.0411162,1.9180657,2.1362008,2.5293952,2.0721374,2.1614385,2.8052217,0.988298,2.4975578,3.8277291,2.9123985,2.6889569,4.499293,3.8654808,4.3432659,1.8545927,0.8583403,1.2543271,1.0241971,1.3283708,1.7691315,1.6635072,1.5942074,1.760763,1.8575745,1.8295574,1.8627519,2.0313311,1.9037551,1.827107,2.2627584,2.1820439,2.5633555,2.25404
5.096240343/193.1595666,1.0621906,0.8007529,1.2371228,1.6678015,1.3459079,1.4625152,2.0037,1.4084279,1.6913474,2.1058884,1.6222796,1.5990404,2.5405805,1.6247737,2.0636878,2.7134064,2.242742,2.2339499,0.7220805,0.7566992,0.5116952,1.8171173,1.3481504,1.3905561,1.8668,1.6033267,1.9998624,1.9348632,1.9358455,2.1019151,1.8114079,1.7304404,2.4295885,2.3150458,1.4934087,2.543041,0.9658579,1.1741446,0.9188697,1.2036623,0.9617187,0.6180794,0.7863293,0.6018915,0.6761694,1.0850183,0.8629503,1.3462215,0.5505657,0.5457182,0.6291811,1.1185426,0.5124652,0.4982759,0.5092941,1.8698975,1.6122728,1.5310405,0.9013463,2.4389605,2.0880205,2.0934068,2.6306011,2.1151242,2.3450256,2.9768259,2.256837,2.588846,3.3519135,2.2912879,2.8895707,3.8118033,2.9261759,2.8652045
2.566462567/314.2081147,0.5534507,0.7135575,0.7492,1.7909529,2.2041318,2.0602049,2.3120744,2.6587227,2.6077617,2.5165928,3.0167271,2.7255023,3.2300313,3.235293,3.3649615,3.7400147,3.3039352,3.6879182,0.7929295,0.9273405,0.9695346,1.8100482,2.1539688,2.1822341,2.2125607,1.8774899,1.9028031,2.1908212,2.0927772,2.2941808,2.1982423,2.4822389,2.6789057,2.6320948,1.1568169,2.9846151,1.0427775,0.9918994,0.9889525,2.4337872,2.2089314,1.5660341,2.470316,2.631087,1.7302583,2.4640271,2.7811006,1.9220993,2.7875779,2.8558229,3.1669197,3.0599561,2.9808397,3.073007,3.2136593,1.1894688,1.3954637,1.7130937,1.1090881,2.3315593,1.6462241,2.4501975,2.0575351,2.2472956,2.7608355,1.7259376,2.8347884,3.0053404,3.8462852,2.7996115,3.0200694,2.7430346,3.6089823,3.578333
2.880144316/356.9834442,0.8600981,0.6138405,0.7791191,1.5081165,1.607638,1.5934614,1.9488619,1.8292167,1.9047123,1.9220664,2.159032,2.1559075,2.7269313,2.2874706,2.5123295,3.1636868,2.4143472,2.8734695,0.8095471,0.3891506,0.3376872,0.1947531,0.2118095,0.5530548,0.5702287,0.4467458,0.4661926,0.4462266,0.253029,0.5068641,0.2740736,0.2313409,0.9662629,0.6589713,0.2419232,0.8875378,0.6973733,0.6844052,0.8602572,1.0276731,1.4934667,1.5184679,1.4522727,1.6664294,1.6059143,1.5784987,1.7315314,0.2056747,1.7208762,1.5335999,1.8958567,1.8512313,1.5790898,1.9788894,1.9307599,0.6857159,0.4621493,0.5152951,0.4388018,0.9473524,1.7857134,1.7705625,1.723263,1.7155197,1.9420514,1.7494353,1.8079375,2.0519651,1.737541,1.729302,2.3016377,2.2909939,2.6198388,2.5860759
3.393176307/410.2079445,0.3908414,0.6659239,0.6399199,1.5549934,1.6040614,1.3955536,1.7029669,1.8225551,1.8045703,1.7365779,2.0260078,1.8783696,2.0265775,2.0972912,2.0700524,2.0553397,2.1970399,1.9688456,0.4049987,0.3882767,0.4167193,0.5592015,0.5630422,0.9168658,1.1431116,0.7924554,0.9254621,0.7604343,0.7210165,1.1966849,1.9833599,1.0200206,1.3646648,0.7830884,0.2656197,1.2790015,1.0090954,1.2893745,1.2906131,2.0153702,1.9572638,1.8858471,2.1072345,2.2952286,1.9993953,1.7804331,2.3215077,0.7880257,2.1966558,2.4812179,2.6188167,2.4727472,2.5466284,2.7216939,2.5156783,0.939719,1.0330548,1.3104608,0.8989925,1.6168791,1.8250861,1.6410984,1.8317655,1.7485344,1.7998346,1.7468955,2.0768403,1.7149914,2.8463233,1.8992683,1.7768211,2.2505035,2.2643821,1.7497196
4.586059735/663.2129552,0.1755005,0.1744295,0.1697182,0.9367508,0.6396151,1.4288211,0.7191633,0.9369259,1.5207503,0.6216152,0.7253602,1.08879,1.1197966,0.4443395,1.7562519,0.7739516,0.1860634,1.3956825,0.177466,0.1838703,0.1746993,0.1746003,0.1898917,0.4704568,0.1835066,0.1816499,0.9891321,0.1777748,0.2268459,0.6706678,0.2457128,0.207402,0.6021835,0.183603,0.2168893,0.1795973,0.1795512,0.1842293,0.1809714,1.2260892,1.4803022,1.7389966,1.723414,1.507521,1.5611378,0.1514644,1.928881,0.1843918,1.3737512,1.1548206,0.9587765,1.4547144,1.0256891,0.1915462,0.43642,0.2454329,0.1711602,0.1803774,0.1729949,1.2214846,1.5598753,1.6116279,0.6367741,1.4757921,1.9966136,1.5385065,0.8863029,2.1010582,0.7087459,1.1498549,1.6794997,1.0812143,1.6826316,0.805092
3.869655684/979.4384185,1.318024,1.5446028,1.3115436,0.8747351,0.8204556,1.0654737,1.5670374,1.5363367,1.1878978,0.7810538,1.522995,1.565107,1.1862866,1.171218,1.0600278,0.8421098,0.8123166,1.4512681,1.0667461,1.4083079,1.4782177,1.4929037,0.903029,1.5695269,1.9388529,1.0895275,1.5922535,1.6366955,1.4392049,0.9426573,1.7351284,1.6882378,1.123001,1.2585555,0.5098188,0.9826672,0.7585509,1.3844738,1.4627387,1.5694717,1.4763094,0.7557125,1.073794,0.7732578,1.6180266,0.8675998,1.1656384,1.7508848,1.2951333,0.7557489,1.2116028,1.3925734,0.8543493,1.6445387,1.6641579,1.5494163,1.0031696,1.4610534,0.6158493,1.3565794,1.1127001,1.4624862,1.4459355,0.9613178,1.4678209,0.7364608,1.1539796,1.129616,1.0600946,1.3177092,0.8711029,0.8896261,1.6431721,0.6601025
5.568747966/941.5220241,0.6734582,0.3663944,0.9588872,1.7476122,1.212074,1.7316781,1.6348807,1.7547103,1.9409717,1.7658596,1.1099413,1.8962338,1.8674965,2.0426386,1.976066,1.8866008,2.2891014,2.2190205,0.2179988,0.2258658,0.2146002,1.4417148,0.6707494,0.826902,1.4438249,0.2231383,0.8758334,1.3187936,0.8278009,0.761066,1.0571558,1.4360331,0.9468699,1.0142771,1.197885,0.4779156,1.0456463,0.581348,0.8851132,1.3439341,1.2247218,1.5704881,1.4397533,0.9103044,1.4159095,1.1902645,1.2510787,0.6878034,1.4698724,1.6174846,1.4137695,1.2061922,1.5610944,1.0720541,0.6509906,1.7622723,1.3157909,0.9682977,1.2836136,1.9501236,2.5480232,2.037311,1.8522382,2.2197234,2.2023306,2.110868,2.6124239,2.2635881,2.3064765,2.491756,2.2003913,1.2978639,2.5063464,2.0831032
1.954691903/201.1240408,0.60193,0.6864182,0.5713422,1.98904,1.0473118,1.7805682,2.5060777,1.1661892,1.590584,2.1677011,1.4658776,2.9497291,3.4418766,1.3081205,2.8845039,3.8161965,1.8954979,3.367764,0.3770757,0.3759004,1.2771378,1.7739312,0.8197556,1.1714631,0.9769532,0.9685362,1.5739417,1.8236416,1.1789906,1.6099786,2.4250483,1.2461527,0.9395794,1.7333114,0.374089,2.5014023,0.5945362,0.3354212,0.6086122,0.7549812,0.8303346,1.792077,1.9479842,1.3769698,1.9171615,2.0675384,1.7957229,1.7057159,2.2788523,2.2550928,1.6340177,2.3279835,2.4553506,1.7740973,2.8874914,0.9268957,1.3890885,1.1683793,0.7122336,1.5254889,1.3336812,1.7327644,1.3240916,1.6837382,0.9653115,1.8209033,1.7741952,2.4009468,1.4614502,2.0669578,2.2496178,3.189648,2.7415413,2.9819623
2.774719488/348.1923356,0.3745033,0.5411336,0.6722581,1.578327,1.7526105,1.5324972,1.7060981,1.9988649,1.88528,1.7446282,2.1988063,1.8759337,2.1019358,2.381083,2.1340266,2.2893292,2.4798035,2.2603678,0.179853,0.1863434,0.3676912,0.8477599,0.836293,1.106114,1.3435579,1.1879397,1.1682207,1.2454284,1.2947493,1.3599963,2.7931829,1.4649941,1.5504742,1.2290468,0.375864,1.7883126,0.7481771,0.8883994,0.7508337,2.0501606,1.9748993,1.7194805,2.0539243,2.2016948,1.8309755,1.8969661,2.207969,0.7084324,2.0040003,2.3128757,2.415244,2.230103,2.2705,2.3030383,2.2319085,0.5191631,0.6506108,0.9220773,0.876187,1.7175215,1.7755315,1.6873909,1.9564943,1.7927476,1.8371058,1.7690421,2.0399153,1.9346949,3.86782,2.0839578,1.8518021,2.5485696,2.6018148,2.0636446
3.463720294/531.1708065,2.0615698,1.4080885,1.6714501,2.4156905,1.7650626,3.0464104,4.3147151,2.8550406,1.9126563,4.8549477,3.3534277,2.580387,4.2748493,2.614099,3.8590688,7.6590052,3.3642153,4.1991749,0.4121141,0.4269863,0.6937189,0.4054593,0.4409692,1.4914649,0.4261417,0.42183,2.448978,0.4128311,0.5267848,1.9360965,0.5705978,0.4816319,2.1262401,0.4263656,0.5036635,3.974317,1.7444548,1.4498793,1.5568611,3.6562615,3.1879153,2.1322681,3.3638985,2.6343887,3.7540563,5.3163528,4.2606623,0.4281972,4.2575593,4.345525,3.3227598,2.595257,6.5823249,5.6909288,3.3019847,2.0570917,2.7559433,2.0128915,1.8776473,3.1476857,4.1500198,3.6651547,2.9419488,3.1556387,3.634065,3.4394438,6.2097024,3.5615479,4.7326034,3.964813,4.9187412,4.6996615,3.5918532,4.1079559
5.228435215/321.170548,2.0294378,2.4476796,2.127253,3.1202827,2.9312827,2.7311214,3.5303601,3.4570688,3.1254064,3.4339104,3.3224366,3.0202826,4.5544214,3.7586624,3.6638698,4.8373541,3.5322093,3.9435291,2.0684683,1.8472014,1.9996941,3.0807796,2.9022977,2.9001202,3.8644438,3.3724831,3.2733584,3.8039966,3.5436258,3.5620152,4.3884685,3.7518114,3.9631167,4.165609,2.1376326,4.062909,0.4592908,0.4721907,0.5321888,0.9669052,0.7472635,1.1210788,0.8243067,1.0679866,1.0386986,1.4432034,1.0344125,3.1588529,0.6907893,0.6866167,0.8018217,0.7389437,0.8245273,0.5745523,0.4627856,2.4966506,2.8380925,2.125667,2.3415059,4.0906219,3.3229272,3.1576794,3.9300155,3.2731475,3.3570411,4.521503,3.6468415,2.97619,5.4670168,3.2298759,3.2429553,5.6407725,3.6734479,3.2556307
3.227521264/472.2271214,1.5957855,1.2479875,1.1757959,2.153959,2.000476,2.1031755,2.7259566,2.3615237,3.0283065,2.9188272,3.1118569,4.1652376,3.665674,3.8729809,5.4413362,4.5283651,4.2736291,6.717494,0.8802216,0.1911805,1.3527263,0.892413,0.7922519,1.8598988,1.059603,0.4694936,2.2111547,0.9479938,0.4796607,2.4903673,0.6789062,0.4996617,3.1419849,1.1443123,0.7557203,3.5300177,2.3874592,2.3134249,2.1085773,4.9793853,4.7335038,4.7134948,5.4014291,5.5704086,5.1675342,4.4686361,5.8708944,0.1917227,6.231436,6.277099,7.4262789,6.6070862,6.7031851,7.161782,6.7904666,2.1584715,1.9645376,2.4541139,2.0800253,2.887566,4.0025229,3.6769763,3.8026728,4.5582757,4.6826233,5.1034311,5.9656417,4.9225177,5.6722228,6.2392271,6.622065,9.8671385,10.3944245,7.4634668
3.429379243/509.1782532,1.3536086,1.651044,1.2730576,1.4973351,1.3702415,1.2751789,1.2220468,1.4593865,1.3392248,0.8599294,1.5540666,1.2218701,1.8409698,1.6986286,1.1233079,1.6684483,1.6084493,1.2052386,1.4783246,1.4781467,1.242405,1.55086,1.4059959,1.1987831,1.6536001,1.6348581,1.2189932,1.5401911,1.4201457,1.1561667,1.503101,1.01055,1.3411907,1.6990472,0.5750144,0.714008,1.0572797,1.3092682,1.2158256,1.1465752,0.7656788,1.1016583,1.4365,1.2211897,0.9589414,1.0815698,1.4639219,1.6423784,1.0134899,1.5092017,1.771886,1.0948145,1.8035578,0.9820894,1.272452,1.2662648,1.34531,1.4668936,1.1987536,1.5313298,1.5019329,1.4285703,1.4562634,1.3682033,0.7025124,1.1963176,0.7980174,0.7197011,1.3264385,0.956015,1.1806513,2.0992303,1.9738707,0.9481983
5.955581021/299.2222854,1.726439,1.465315,1.478633,1.578831,1.369453,1.350741,1.98627,1.807941,1.862741,2.276903,2.069672,2.161891,2.951658,2.528201,2.73816,3.4771,2.75994,3.114705,1.564661,1.194171,1.59041,1.516785,1.631679,1.626058,1.967701,1.74685,1.745589,2.068281,2.070022,2.151054,2.739183,2.436537,2.534487,2.826994,1.867514,3.201419,1.418335,1.062104,1.460871,1.414875,1.466465,1.456886,1.464653,1.164502,1.369413,1.630756,1.019071,2.142438,1.461352,1.303124,1.324222,1.292088,1.374109,1.392375,1.264141,2.166954,1.677888,1.871643,1.369274,1.756023,1.876933,1.796822,2.095542,1.90486,2.014831,2.358057,2.580577,2.348242,2.997483,2.480276,2.819446,3.622231,3.358262,3.41495
2.078823224/393.1160081,1.102478,1.1420127,0.9427886,1.4084683,1.5922533,1.4485938,1.7082788,1.9011245,1.6806544,1.7315877,2.0811649,1.8738587,2.3171179,2.2878325,2.145795,2.6550286,2.4837169,2.527707,0.8220481,0.5690661,0.6116455,1.2908513,0.9724096,0.9975702,1.2621268,1.3626919,1.0955075,1.409184,0.923566,1.2320185,1.3523124,1.4096068,1.228854,1.703272,0.3868797,1.415318,0.4069649,0.1887126,0.4040369,0.9527231,0.7898094,1.0305557,1.2540714,1.1558388,1.263051,0.9121169,1.5416208,2.0052124,1.4698908,1.6417155,1.694786,1.6955054,1.7739965,1.8588602,1.8496689,1.1522829,0.7210332,0.6088666,0.6860011,1.2289516,1.4165632,1.53379,1.3241468,1.374343,1.596064,1.4110367,1.6234399,1.6632979,1.6171174,1.6706068,1.7215151,2.250919,1.7940381,1.9608204
