Sample,1mem_Bt_12pt5hr-2,1mem_Bt_12pt5hr-3,1mem_Bt_12pt5hr-4,1mem_Bt_25hr-2,1mem_Bt_25hr-3,1mem_Bt_25hr-4,1mem_Bt_30hr-2,1mem_Bt_30hr-3,1mem_Bt_30hr-4,1mem_Bt_35hr-2,1mem_Bt_35hr-3,1mem_Bt_35hr-4,1mem_Bt_40hr-2,1mem_Bt_40hr-3,1mem_Bt_40hr-4,1mem_Bt_45hr-2,1mem_Bt_45hr-3,1mem_Bt_45hr-pseudoSample,1mem_Cv_12pt5hr-2,1mem_Cv_12pt5hr-3,1mem_Cv_12pt5hr-4,1mem_Cv_25hr-2,1mem_Cv_25hr-3,1mem_Cv_25hr-4,1mem_Cv_30hr-1,1mem_Cv_30hr-2,1mem_Cv_30hr-3,1mem_Cv_30hr-4,1mem_Cv_35hr-1,1mem_Cv_35hr-2,1mem_Cv_35hr-3,1mem_Cv_35hr-4,1mem_Cv_40hr-2,1mem_Cv_40hr-3,1mem_Cv_40hr-4,1mem_Cv_45hr-2,1mem_Cv_45hr-3,1mem_Cv_45hr-4,1mem_Ps_12pt5hr-2,1mem_Ps_12pt5hr-3,1mem_Ps_12pt5hr-pseudoSample,1mem_Ps_25hr-2,1mem_Ps_25hr-3,1mem_Ps_25hr-4,1mem_Ps_30hr-2,1mem_Ps_30hr-3,1mem_Ps_30hr-4,1mem_Ps_35hr-2,1mem_Ps_35hr-3,1mem_Ps_35hr-4,1mem_Ps_40hr-2,1mem_Ps_40hr-3,1mem_Ps_40hr-4,1mem_Ps_45hr-2,1mem_Ps_45hr-3,1mem_Ps_45hr-4,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
4.411421194/519.8428721,722117.6545,380161.7687,867677.5123,3172630.733,464134.5428,2403932.016,4365133.488,329359.8874,3258148.611,4705511.656,1865406.804,4220210.997,5713921.017,3902905.177,5107681.861,6525232.4,6658542.362,6591887.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320498.6202,0,0,440879.7887,0,0,438913.3134,0,0,583201.331,0,0,48491.16666,1862143.774,2255806.046,1005618.614,975304.7962,2373946.196,1356656.253,1722253.55,3704497.546,2334059.988,1194398.476,6829382.686,2656850.005,2855301.683,5284133.859,2872957.999,3024117.355,5174362.186,3399159.161,2127623.555,1672759.894,1121005.418,2784715.16,2633805.493,1775705.479,5335643.049,6020564.769,1556267.983,3480528.87,1838054.755,2199831.735,1870042.066,3100806.128,2583055.744,9638640.668,275012.5911,3631376.32,0,0,44732.68609,1729.43681,0,72254.35571,0,0,74550.27625,0,0,9463813.596,10687.83295,0,0,11762.56981,0,0,0,411145.1825,549823.9453,570275.0936,627976.9599,644288.5922,811624.4312,2108160.625,1044660.806,927004.4197,2301728.167,824598.6335,342274.8276,1989361.203,645544.7011,653705.2868,2124304.364,2193189.37,3510702.126,2305105.648
2.673626871/380.1457435,1054765.966,776451.677,931910.6137,3054054.268,1168146.446,2969599.052,3553630.863,962065.9129,3566850.682,3513777.834,3838323.824,3897015.968,5410906.931,5241482.887,5584183.043,5337306.586,8183486.463,6760396.525,0,0,0,0,0,0,1088.760319,1368.297486,0,0,1590.139355,1325.581119,0,2107.161098,0,0,0,0,0,1457.431429,0,0,0,0,0,307405.406,0,0,413691.1636,0,0,475400.568,0,0,549885.0662,0,0,102345.6836,3932334.712,2994024.96,2195793.444,5489358.146,2918571.86,3822902.907,7793646.198,3685952.356,4658676.03,7145603.814,5071974.969,5896053.638,10677032.35,4302596.133,5957632.889,13957063.76,4363478.403,8779906.679,3843430.816,3020995.484,1785903.515,7183076.086,3366030.935,3588890.764,9013379.427,6021087.619,4012545.88,9112267.324,1869608.222,5608650.136,3698872.194,3557664.244,5446495.084,12514543.1,1046494.765,6662760.084,3215.274488,0,137102.0895,47546.88049,0,216925.141,0,0,211839.6798,5280.589706,1710.027991,7872421.67,27023.61734,0,1853.927053,40735.28021,0,2356.330433,4177.011204,1522261.384,4567295.108,2246218.231,1364263.226,4182050.117,3446113.826,3760736.102,4990325.567,3138594.409,3824102.502,4094538.677,1482996.812,4178742.52,4421207.528,2971480.37,4140506.374,6488977.208,6782654.271,4086708.789
4.403190307/534.1557902,338373.2927,168497.9738,856614.0612,2097804.342,471000.2353,3332898.252,3588621.195,871567.2396,6509251.706,5397064.475,4322119.13,10232818.01,9345206.131,7902582.989,15320981.63,12977574.52,13032315.83,13004945.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358983.1349,0,0,784828.7618,0,0,1253155.12,0,0,1897826.381,0,0,477365.2493,5227009.115,3331411.987,4387785.297,12593259.58,3960939.485,9344055.549,20241885.75,8536155.894,13866824.93,21814362.5,13844309.58,22343387.22,35853573.12,19504162.42,29283742.98,46906531.11,21909577.6,42015053.22,4687122.258,2970831.653,3079709.619,13341548.12,5237297.25,7493061.928,22567969.87,11363414.1,11714406.02,34267830.6,11734852.07,18253353.9,18427212.13,19380885.86,24642403.04,51779575.51,4017241.965,28784685.13,6039.295392,0,255545.4178,151889.4045,0,637818.617,0,0,740687.5753,0,0,18752323.2,225853.724,0,0,256867.4128,0,0,0,2046067.401,4177798.933,1440309.053,1986858.496,6715127.998,4223321.671,8720309.939,8367619.441,5151020.601,14052045.76,9921572.135,3193057.895,18638148.46,17782779.37,7686307.563,22247843.3,18869570.36,15591508.23,20704197.3
4.413692958/521.839825,454843.9756,245459.6799,518434.9254,1919900.203,279213.1787,1538414.39,2759444.977,181917.0846,2049679.915,2950674.759,1165931.981,2509475.215,3497990.346,2389378.247,3195823.149,4019459.967,4122677.807,4071068.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188481.7192,0,0,269248.6885,0,0,278905.8166,0,0,348013.8258,0,0,17606.53342,1148667.293,1393952.073,626504.96,570434.7976,1429773.449,867557.6112,1031654.672,2197310.747,1465606.84,692277.2294,4270825.906,1623096.312,1696900.739,3199908.32,1644883.815,1753907.921,3091551.766,1977949.978,1329017.315,1050315.299,686196.3047,1619580.197,1626072.967,1106478.257,3218554.701,3790393.007,908681.0112,2100781.586,1086603.17,1325282.546,1082049.698,1878486.346,1597772.504,5918905.182,146163.4863,2216379.029,0,0,13631.69581,0,0,26916.51249,0,0,40277.39484,0,0,5814394.264,5089.91828,0,0,3754.59208,1187.687227,0,0,251368.7986,330434.6844,348301.6698,398215.0775,406798.9319,492225.7924,1254563.284,600925.5701,556685.1728,1440242.734,435695.8709,224268.2945,1174603.937,392194.478,374781.7811,1236340.687,1300564.421,2151546.123,1417710.715
2.685888107/579.9691093,323141.4074,179716.7071,335262.5368,1701291.273,403155.8395,2117643.509,2134593.224,331039.9129,2785560.891,2228373.694,2460001.09,3405223.097,4222921.574,4238755.477,4145195.577,3892308.655,4844335.203,4368321.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91276.06859,0,0,145267.2668,0,0,184971.2283,0,0,197511.1296,0,0,27692.72949,3186302.822,1686468.849,1680622.264,4159026.121,1339547.039,3811830.613,5760951.88,1990908.032,3835560.635,5625220.419,3084171.566,5353660.935,7753699.77,2228054.648,5982006.016,9080716.507,2538495.473,7663808.149,2925232.85,1561263.262,1259251.495,6027944.874,1760857.621,3172311.958,6763006.848,3479145.862,4411135.109,7990677.138,1048319.141,4765052.73,3311937.134,2377594.79,5077373.073,8300322.239,400702.2414,5788961.09,0,0,22333.57158,4450.090487,0,68730.50472,0,0,69417.10355,0,0,4210991.114,1903.42401,0,0,9684.446715,0,0,0,1438734.268,4103398.128,1502615.67,1033069.202,4226548.778,3016750.842,3660051.36,4286169.904,2173395.961,3776235.642,3735620.641,735844.5071,4087366.335,3931234.156,2487719.299,3667717.42,5466776.24,4897490.673,3903807.679
4.998613092/681.2485962,820502.2448,464245.0297,778756.316,2235513.265,547433.3845,1516599.907,2140271.791,445720.9863,1899674.555,2488300.794,1363237.652,2059313.165,3398979.744,1855750.801,2526638.712,2812739.55,2495112.838,2653926.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203398.4211,0,0,292561.3336,0,0,298173.6008,0,0,345760.7209,0,0,60350.06376,2316701.284,1807742.001,1438979.04,2060119.105,1668742.875,1594097.856,2546026.533,2025304.799,1847126.925,2232887.982,2297224.549,2097892.813,3287797.796,2213169.366,2324478.27,3865821.097,2146647.539,2890073.734,2244171.142,1419737.448,1192667.702,5141355.087,1816345.929,1781015.107,5279117.551,2030494.289,1747738.466,6446263.77,1063928.133,1886497.986,2000838.651,1758367.836,2147724.186,6296422.952,406579.9639,2463191.704,0,0,77185.26088,7298.224383,0,109933.4973,0,0,86852.75909,0,0,3260150.12,14339.55212,0,0,9710.210154,0,0,0,874305.0719,2314929.275,1138962.021,975786.3695,2223926.96,1466729.966,1775515.438,1992148.053,1063061.487,1682736.523,1964419.704,502446.4617,1637435.265,2199392.753,934011.6257,1799302.645,2818587.708,2012671.13,1614140.113
4.433141117/389.0664215,423924.9528,176060.7794,769178.9914,1181862.924,473700.6178,1615002.768,2102145.206,515384.4878,3027278.311,3147437.383,2510432.466,4782332.152,5559535.41,4555447.594,7149680.28,7603795.447,7716368.106,7660081.777,0,0,0,0,0,0,4765.029126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338259.9878,0,0,382471.8235,0,0,607955.0168,0,0,884733.7687,0,0,221919.5954,3064117.756,2054131.346,2103450.89,7459799.435,2406585.631,4502140.069,11901679.82,5049652.238,6387754.144,12707650.68,8185001.091,10495076.45,21091503.87,11611498.84,13750432.11,27179522.1,13218194.81,20085206.98,2776100.31,1801028.617,1454827.476,7587101.206,3076899.398,3498753.799,13495024.85,6765544.84,5442447.238,19989390.34,6932428.474,8695548.436,10837151.76,11537863.6,11621232.21,30352364.96,2375785.605,13445785.46,1854.71501,0,134946.5081,184810.5238,0,146779.0704,0,0,834976.0347,1611.126639,0,10883301.18,98372.59671,0,0,343109.6578,0,0,0,953246.3263,2389799.011,845701.2228,926691.096,3950663.869,2569906.963,4142472.778,4909137.783,3045288.751,6533616.801,5812163.667,1845977.287,8926082.284,10273615.97,4490147.822,11082364.1,10825998.2,9241075.389,9971307.75
2.789950935/403.0404928,578266.6232,346614.8062,789742.4141,2243542.421,577560.5895,3653385.08,2057453.635,406337.2268,5050707.292,2041254.354,1588998.592,6295834.756,3004293.974,2924851.893,8700482.758,3322176.005,5665562.479,4493869.242,0,0,0,0,0,0,0,0,0,1251.293685,0,0,0,3486.295969,5405.078829,0,8055.08623,5113.742293,0,2051.34586,0,0,0,0,0,427732.7288,1239.330377,0,559130.9156,0,0,490790.033,0,0,790388.0613,0,0,128217.8602,1204484.454,1516523.894,1203308.767,5330594.2,4720962.791,5942230.042,11490242.02,10170379.66,10305369.63,12437503.16,16741262.7,13286453.54,27062509.79,20548233.22,16443892.48,38577243.98,24479935.18,20443884.28,1208552.928,896616.2602,1196990.574,4516919.413,4226072.169,7054718.807,8747816.078,11504699.55,9769563.015,11381938.44,5028467.485,15632389.79,5397383.435,11234390.06,18977116.25,21442791.33,1737973.749,22170946.36,5107.50105,0,84254.69831,54656.20584,0,429614.7935,0,0,490889.4449,0,2431.908699,7544628.794,161231.9685,4665.595569,2291.70839,82811.1066,21525.10977,2363.693972,47945.42524,675991.9614,969972.9097,728104.1185,963562.4802,4855654.876,3509465.523,11245003.84,10531024.96,4808575.389,14104261.29,9480107.492,2558873.862,14986887.56,11163401.04,4318854.871,17207567.78,19805159.18,14278016.63,18414927.11
4.695151114/682.0783873,440065.6557,105468.4049,362078.3111,1952519.322,330161.7492,1219504.725,2098742.323,683232.1357,1524029.759,2989477.376,1984469.02,1523634.357,4123556.648,2753091.265,2994726.314,4784501.774,3611940.466,4198221.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229389.1153,0,0,435388.4093,0,0,895767.1882,0,0,534269.6098,0,0,409031.5063,3888351.38,1913003.991,1652991.219,5350545.752,1815803.552,2099644.623,5702675.719,2870950.277,3324565.649,6914078.232,4099330.58,4201268.095,10185692.88,5162635.673,2642031.697,11113833.75,5467237.816,4738245.29,3789394.571,1557894.837,1428438.701,6458142.16,2281135.186,2193784.251,8673119.573,3369212.461,1655472.923,9106828.316,3665234.869,4580854.875,6056769.365,5880248.8,5048800.041,11760522.4,2774686.67,6117330.05,5928.971735,0,92191.76343,331642.1802,0,443585.5328,0,0,618976.4056,0,0,4066462.014,194387.0089,0,0,320204.1809,0,0,0,1565689.696,3171793.109,1900905.758,682115.3347,3942897.034,4501661.285,2898694.13,5521944.185,3855780.475,3494527.494,5721035.621,2901894.439,4425267.532,7624282.948,6303772.469,5263625.623,9228943.395,7779287.291,6474523.489
5.045614279/568.1892482,627974.5553,150535.4359,421976.7174,1455242.537,197280.4061,726114.1738,1916249.774,245934.4616,1172944.196,2320794.365,948158.3378,1446393.785,3165155.868,1275458.118,2193751.116,3078073.756,2240788.807,2659431.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63447.33887,0,0,145514.8288,0,0,169343.0946,0,0,318071.7324,0,0,53817.40753,1431599.316,951800.1317,754624.4251,1610866.745,1210697.495,1305524.325,2294412.899,1937790.937,2045798.5,2669471.681,2636574.206,2724280.181,4549055.357,3134294.804,4086274.96,6322275.531,3402426.266,5524604.251,1320433.001,667838.8575,698193.1692,2790427.442,1186112.991,1279132.187,3024254.952,1825236.31,1971380.243,4371130.828,1325150.764,2448530.611,1993518.276,2576663.546,3389485.228,5205929.759,521697.3926,4186865.824,0,0,9167.837442,16414.47442,0,47663.75691,0,0,92884.86252,0,0,2688485.766,8924.655606,0,0,12610.84535,0,0,0,649975.3308,1248850.371,787376.0971,561467.6138,2293071.163,1330612.182,1598241.3,2883048.004,1400112.339,2346328.638,3802192.014,589027.859,2835354.595,5122467.031,2239191.467,3675296.748,7320298.139,4791629.747,5005586.957
2.874393522/436.1040258,401300.6961,306096.4478,596744.7287,1532047.887,843842.37,3030348.438,1597370.507,726721.2541,4104670.088,1858731.316,2517461.919,5105707.781,2647824.124,3490223.724,6588538.512,3063662.743,6205764.868,4634713.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316690.916,0,0,409246.6176,0,0,531618.8756,0,0,609692.8878,0,0,148791.6996,1027513.295,1466691.249,1962739.466,9320068.111,2761814.76,6089093.759,17191362.88,4536580.822,9165025.775,19235725.2,6477529.935,12340188.58,33957083.17,6593033.685,14560763.37,44093476.29,7557959.105,16054128.12,984868.0765,1086506.516,1212745.765,3847887.071,3185662.845,7714505.547,6585664.646,5745276.702,11362615.82,8507053.05,3647590.419,15588988.83,4507950.918,7153771.277,18233529.96,12869352.44,1533073.426,21245183.61,7267.454599,0,122849.4717,103063.7087,0,427874.8395,0,0,480231.5874,0,0,6131473.541,125915.237,0,0,116679.6129,0,0,0,2317388.447,3553416.15,1721310.626,1528485.671,8290547.667,4746721.063,8315939.946,13359529.29,5402633.334,10089255.41,12200624.03,3017575.967,11094769.15,13410653.05,5122078.555,11423751.45,18302057.17,10149512.41,12505109.31
5.40445061/569.3377575,518502.365,93247.73172,426943.4706,1129080.711,72511.84976,455210.6361,1244724.038,78629.51673,554357.257,1049112.696,417489.3783,766597.4625,2288008.292,704110.5565,976890.1019,1465472.35,990809.1523,1228140.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4485.148965,0,0,2487.713489,0,0,14871.41216,0,0,25962.13383,0,0,0,884444.1056,922296.5291,622363.1019,1646706.848,1975083.484,1045035.247,2464445.146,3246979.089,1415300.826,2791559.778,4939540.659,1375150.36,5360869.068,3741568.947,1621815.943,7620534.369,4046309.596,2328365.044,685400.3525,334052.7191,757644.8653,8318483.621,1900130.195,1854422.731,5410156.52,2772738.736,2133983.874,14865405.44,1254912.992,2711586.873,1373509.232,2911697.315,4319250.839,6191263.577,1454548.195,3611227.008,0,0,1534.712657,0,0,6037.407314,0,0,1983.380976,0,0,1042148.465,0,0,0,0,0,0,0,859611.647,4073719.583,1207288.248,629709.2632,8710558.226,1231468.361,1301639.47,5460107.515,685753.4371,1414380.263,6854466.795,272031.5403,1400032.433,13079086.2,911543.337,1152241.615,8512082.343,1329623.015,1421441.379
4.401252494/650.096856,157732.9182,64366.30851,238815.1104,1035504.572,214349.5255,993741.4999,1499448.25,433775.0215,1583196.322,2234775.838,1818727.503,1980667.216,3741758.615,3346534.784,3556623.613,4756184.829,4955805.464,4855995.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99809.20918,0,0,234107.4715,0,0,387752.9473,0,1164.237393,463698.465,0,0,140109.5182,2110694.233,1368493.696,1153176.989,4637420.013,1897270.406,2006365.993,7111176.496,3741630.936,3105349.001,7378068.033,5643142.375,4610113.655,11393340.15,7884612.347,4771672.233,13911092.53,8300272.04,7228500.645,2169406.022,1485593.093,914927.4336,5660800.974,2490793.968,1973155.41,8111989.2,5106707.641,2252267.578,11397386.36,4509802.543,4395124.453,6394747.705,7419062.189,5052935.153,14794800.62,1790730.992,5736034.345,0,0,78490.23602,79539.6207,0,174061.9644,0,0,219652.6979,0,0,7222227.83,60839.11397,0,0,50210.04765,0,0,0,715921.6266,2008208.497,727982.265,451942.9634,2760426.412,2235177.914,2265627.026,3701508.081,2333053.874,3190932.861,4239731.285,1503466.492,4153851.972,7120659.459,3628618.304,5129787.219,7171887.995,6549354.715,4792081.329
4.69570494/345.0763982,150598.4426,49976.91205,254510.7215,1033505.949,157473.3007,929217.296,1486470.895,290088.7031,1780886.491,2320087.082,1354064.892,2896906.094,3919820.864,2608904.813,4159664.99,5171551.879,4153280.559,4662416.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113600.7854,0,0,231744.6712,0,0,337888.2479,0,0,499579.4557,0,0,130209.2341,2641929.482,1203820.351,1405492.816,4928957.86,1330032.176,3123704.265,7722031.096,3281850.198,4786313.465,8931698.086,5606098.164,8324379.349,14988538.86,8455537.123,11162035.51,19849042.29,9552383.025,17014649.35,2331346.746,1103237.583,818713.0122,4744475.704,1542703.273,1859869.317,7109007.332,3560541.813,3369851.2,11438399.64,3900593.003,5648137.036,6525049.509,6490632.502,7833581.918,18052292.18,1475509.177,9613808.946,0,0,79450.86301,66293.50704,0,225746.5616,0,0,281192.1316,0,0,6632952.488,88800.99141,0,0,72074.44055,0,0,0,606130.0136,1666965.736,558403.5368,623175.7182,2621587.385,2224260.477,2813598.309,3475672.311,2661404.288,4939607.231,4641051.983,1825425.803,6972190.233,8348904.336,4628849.506,8735194.841,9276089.918,9202533.606,7693632.463
2.686627995/581.9667832,244382.4675,156660.1332,269059.6504,1030715.889,301827.9676,1165791.071,1271965.602,241371.3142,1625888.542,1278133.157,1414928.771,1867673.023,2220485.324,2196726.475,2330201.396,2081020.256,2705562.533,2393291.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69730.12287,0,0,97071.09891,0,0,152831.3671,0,0,166918.0324,0,0,29621.61069,1777448.003,1006867.685,1035383.854,2220250.161,884151.7255,2080766.184,3122788.87,1153032.071,2138614.876,2914418.218,1715961.979,2819999.822,3881047.91,1365032.893,3171556.202,4694820.441,1471810.469,4156227.262,1641486.19,984433.6607,778660.7457,3052037.332,1127148.811,1794357.987,3583935.503,2010875.646,2316254.347,4095406.434,589198.3645,2457336.24,1772585.641,1417612.156,2720497.528,4429108.862,282960.2826,3043039.121,0,0,17367.82425,0,0,14420.19098,0,0,15231.30877,0,0,2318841.044,3937.758162,0,0,0,0,0,0,855177.3993,2122593.909,891262.7964,657326.7081,2208302.882,1686289.276,2019053.928,2339930.241,1232879.362,2059263.415,2048529.515,503930.3803,2161391.077,2068606.255,1414688.325,1956328.928,2938280.287,2645976.859,2091363.201
2.681893386/514.0514284,545658.1322,385654.1511,822164.7694,1298076.737,501893.3783,1789073.756,1434955.243,373795.4338,2000683.567,1397140.87,1349089.097,2250167.461,1836236.254,1801923.499,2830118.118,1741883.641,2600412.999,2171148.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236066.9864,0,0,347221.4603,0,1369.100254,315703.0053,1357.406952,0,440747.3916,0,0,61099.16785,1315048.702,1285836.265,1468472.69,1635298.567,1457687.01,1936222.007,2296914.549,1685918.424,2446499.152,1807251.658,2083991.493,2570808.975,2464047.484,1796736.757,2826041.615,2860435.878,1849891.164,3206916.233,1378449.694,1481954.08,1113170.125,1798402.541,1476552.981,1899292.204,2230474.292,2261446.888,1733488.976,1844966.354,689832.6,2149384.296,1055485.427,1218711.169,2202238.422,2809304.115,343462.884,2536266.315,0,0,106074.1654,16790.50346,0,146664.4032,0,0,154874.6589,0,0,3081226.424,25070.47566,0,0,16869.30375,3740.233154,0,0,667568.4444,1209328.279,873116.5668,823617.9765,1054029.904,1008064.799,1771339.936,1279495.95,1068501.604,1813220.208,1147928.416,552164.8898,1744453.855,1075311.16,884191.6213,1799104.161,1581922.634,2011930.742,1559214.026
5.281061756/256.1702537,314196.7721,109565.5185,276998.9035,1331535.276,182419.0498,729632.8,1428383.602,168779.7472,972448.0722,1717472.131,520819.4484,1282626.165,1827611.418,736761.2533,1362912.525,1515026.746,1151531.169,1333278.958,13858.03366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102.380219,0,2551.19011,0,0,34799.89842,0,0,64505.38042,0,0,84367.20196,0,0,94296.96152,0,0,16200.61295,593083.7465,1016377.648,250773.7113,1644365.084,1916862.641,669952.6376,2543782.069,2424883.376,812517.5003,2532774.61,3241594.659,930407.9338,3790500.47,2889592.564,1177323.937,4483238.84,2966437.884,1145029.267,625746.1964,398736.4741,634258.7872,2761969.74,2138902.725,1954371.956,3192435.971,3241120.834,2807774.997,3829921.021,2084067.093,3686770.655,1629088.718,2955133.819,4410366.759,4355295.587,1461119.219,5120372.198,0,0,7321.58021,29650.98947,0,40620.21924,0,0,32149.69519,0,1829.538687,1555665.565,0,1777.274182,0,0,4058.448718,0,0,728295.0298,1541107.51,869301.4982,619027.9281,4241008.378,438812.8109,1307849.827,4215157.437,832804.5852,1287583.643,5190627.338,446972.3673,1190910.279,4427047.018,670769.3279,1330975.642,6287062.896,1245141.864,1724564.716
4.751227049/632.1400378,487412.3291,236520.7251,285787.2194,1326204.08,332777.817,572869.8387,1573329.758,406676.5273,847131.7225,2050781.944,1398317.528,822610.5753,2927422.883,2140514.229,1657554.395,3076897.184,3289357.821,3183127.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30301.61855,0,0,187055.425,0,0,170612.8446,0,0,154253.6471,0,0,13368.62246,926204.0449,1022444.5,478423.6077,1752652.359,1413659.459,745270.4834,2883125.093,2321403.168,1245338.805,3255446.837,3234173.538,1673833.06,5238924.438,4244500.474,1848588.663,6695283.132,4558054.405,2471274.553,1246465.294,866687.6705,565658.8832,3282093.848,1715120.146,926578.4558,3911099.319,2666513.573,975240.9162,5714303.721,1888255.776,2037835.261,2210575.003,3827300.349,2198847.188,6065948.848,773006.7505,3027611.12,0,0,6524.055428,12273.25698,0,42213.66127,0,0,75229.03838,0,0,3929702.413,4908.726557,0,0,18465.30779,0,0,0,451882.2452,1262523.157,936587.1915,302021.6506,2129157.987,1507378.798,1073519.179,3284990.484,1538824.205,1405382.963,3619842.544,1029161.396,1746542.873,4884395.256,2101065.353,2621908.914,6815535.656,4723870.395,3238536.532
4.340707005/580.1554108,372232.6762,155226.2093,444707.7544,732283.1734,219981.3156,1225038.968,1229230.606,299096.2289,2253614.453,1691963.55,1585556.834,3286551.35,3331609.945,2993907.709,5490464.391,3502889.156,5444899.441,4473894.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161813.8465,0,0,364282.2067,0,0,534991.8738,0,0,701294.9772,0,0,175998.9466,2396069.939,1086766.659,1569324.908,3797350.919,2401516.065,3423648.238,9116717.439,6729202.044,8177625.368,11117488.65,12515706.76,13439410.61,23312757.01,18397341.09,17491411.5,32983058.5,21680137.79,26383952.76,2067556.601,1454916.551,767435.0938,4203098.771,1231232.758,1516282.019,5164639.1,2986405.913,2425469.111,11293966.34,2437379.367,3817209.321,3992089.24,4740108.997,5064411.926,14282653.78,887108.2557,5647880.444,0,0,69166.52521,66075.99455,0,239755.0897,0,0,440839.155,0,0,8268772.269,182186.802,0,0,186801.923,0,0,0,883816.7647,1586582.161,526899.4975,590323.6426,2492416.817,1510775.286,3686510.874,2831404.791,1842969.648,6531711.387,3870665.043,1075037.23,8594395.408,6388160.819,2227210.879,10010203.37,6261137.976,6023242.685,9604446.771
