Sample,1mem_Bt_12pt5hr-2,1mem_Bt_12pt5hr-3,1mem_Bt_12pt5hr-4,1mem_Bt_25hr-2,1mem_Bt_25hr-3,1mem_Bt_25hr-4,1mem_Bt_30hr-2,1mem_Bt_30hr-3,1mem_Bt_30hr-4,1mem_Bt_35hr-2,1mem_Bt_35hr-3,1mem_Bt_35hr-4,1mem_Bt_40hr-2,1mem_Bt_40hr-3,1mem_Bt_40hr-4,1mem_Bt_45hr-2,1mem_Bt_45hr-3,1mem_Bt_45hr-pseudoSample,1mem_Cv_12pt5hr-2,1mem_Cv_12pt5hr-3,1mem_Cv_12pt5hr-4,1mem_Cv_25hr-2,1mem_Cv_25hr-3,1mem_Cv_25hr-4,1mem_Cv_30hr-1,1mem_Cv_30hr-2,1mem_Cv_30hr-3,1mem_Cv_30hr-4,1mem_Cv_35hr-1,1mem_Cv_35hr-2,1mem_Cv_35hr-3,1mem_Cv_35hr-4,1mem_Cv_40hr-2,1mem_Cv_40hr-3,1mem_Cv_40hr-4,1mem_Cv_45hr-2,1mem_Cv_45hr-3,1mem_Cv_45hr-4,1mem_Ps_12pt5hr-2,1mem_Ps_12pt5hr-3,1mem_Ps_12pt5hr-pseudoSample,1mem_Ps_25hr-2,1mem_Ps_25hr-3,1mem_Ps_25hr-4,1mem_Ps_30hr-2,1mem_Ps_30hr-3,1mem_Ps_30hr-4,1mem_Ps_35hr-2,1mem_Ps_35hr-3,1mem_Ps_35hr-4,1mem_Ps_40hr-2,1mem_Ps_40hr-3,1mem_Ps_40hr-4,1mem_Ps_45hr-2,1mem_Ps_45hr-3,1mem_Ps_45hr-4,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
2.686234589/522.0830382,520465.8431,353294.261,559309.0436,1209054.027,599976.3338,1452447.26,1294907.616,528979.2323,1636681.776,1375427.047,1486323.269,1851497.802,1932032.287,1592583.497,2147697.232,1779865.99,2202620.682,1991243.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194513.909,0,0,240505.89,0,0,351472.4592,0,0,349523.904,0,0,84875.71256,1819293.59,1210658.918,1371874.04,2012158.532,984207.7263,1987246.973,2362969.641,1217034.259,2120959.368,2365570.497,1407509.507,2529479.186,2755917.333,1232905.134,2460675.34,3448507.231,1182761.603,3161362.838,1639835.771,1188968.313,1120287.611,2715785.32,1197678.209,1812676.568,2690196.585,1589183.792,2097284.263,3588675.752,815393.9209,2523822.431,1663660.908,1316123.811,2652056.619,3217242.998,640881.3528,2837772.3,0,0,89807.5066,25256.26313,0,151296.5473,0,0,130451.7282,0,0,1812646.871,9831.734225,0,0,14338.15905,0,0,0,1232050.817,2369925.976,1072357.255,969730.577,1990772.539,1421488.678,1986979.123,1926616.138,1248979.98,1952248.884,1800731.975,742335.1968,2057182.098,2251406.432,1304774.414,1965700.385,2247409.556,1833437.815,1948801.007
5.805481933/417.0796858,634314.3459,173721.8635,233607.094,1350602.912,242278.591,420833.6324,1341744.728,239619.2078,440926.9366,1325309.501,938328.9946,395935.0828,1269785.248,913180.725,320333.1388,1589932.687,1345046.966,1467489.827,0,0,0,0,0,1775.412344,0,0,803.0388621,0,1449.641891,0,1681.44529,0,1097.345219,0,0,635.8160567,924.4585251,0,0,0,0,0,749.3054832,16956.12477,0,553.2565009,25960.63583,0,0,24829.4916,0,0,18031.08404,0,997.3333471,1959.207258,1302512.436,1140545.181,495254.8157,1080402.272,1245874.169,408492.6303,1700458.258,1689761.754,666470.7011,1587393.812,1832424.901,620193.0723,1970149.027,1636126.581,420126.9524,2024716.869,1760780.615,668548.5559,1073445.102,639923.0963,433489.3375,1527889.825,1266663.87,802287.5419,1958384.872,1474994.871,177283.8553,1563752.286,1125009.878,1193590.725,1284075.825,1317872.722,835540.5413,2314472.674,1221333.388,1107518.353,0,0,0,16085.66264,0,14677.57458,0,0,11522.05669,0,0,1094094.782,0,0,0,0,0,1599.090949,0,512037.712,1171525.704,828322.4086,350160.6186,1630185.726,984965.1103,634924.4848,1550064.641,700870.7904,674973.8898,1444902.727,363131.1931,626182.8163,1127156.84,667675.0718,671778.9505,1156102.056,984316.7328,656387.3628
5.044638316/674.1507187,677068.6221,214628.8033,261821.0108,1699987.852,261524.147,460318.7544,1673889.968,315587.5375,543948.9584,2043470.223,994718.9744,418107.6583,2656346.331,1154798.576,918856.34,2489163.625,1720217.052,2104690.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35301.12107,0,0,115111.1568,0,0,141762.8448,0,0,59394.38071,0,0,72193.80813,1614778.165,887514.4322,267699.0683,1728769.609,987400.5461,492096.0366,2053144.26,1616875.446,849042.6707,2378351.371,1660579.033,1249171.214,3020157.906,1847679.163,726322.4698,4258962.236,2017286.255,1243543.501,1491747.129,587181.3183,547673.4814,2777202.309,1119683.259,687475.4717,3312248.639,1292385.922,520574.7519,4725097.708,1320600.432,1451528.672,2148145.688,2035333.753,1336698.306,4190559.02,793997.5007,1652791.024,0,0,9696.179127,39878.53638,0,55533.13414,0,0,49630.97538,0,0,1367270.091,5308.798384,0,0,11331.08225,0,0,0,693945.6995,1813543.286,1089658.053,329496.2044,2251184.719,1466905.615,891452.5348,2971276.564,1301769.195,1047369.544,2987916.95,892966.6078,1254337.012,4067692.309,1848796.996,1754786.27,4751679.343,2607817.778,2074927.169
4.696742738/341.0628171,106943.3164,34653.94068,190662.7152,708144.618,120275.8345,616396.766,1093815.326,218472.0373,1225295.457,1591039.413,958802.2626,1919632.058,2726079.641,1824792.623,2849761.45,3544671.011,2816414.175,3180542.593,0,0,0,0,0,2074.78224,0,0,922.1578763,0,0,0,0,0,0,1119.291209,0,4259.477232,1121.466337,0,1708.278045,0,854.1390225,0,0,63664.25846,0,0,149894.4108,0,0,230598.7913,0,0,361018.7487,0,0,95332.0353,1803952.476,857613.0041,900427.6127,3466410.192,965351.8446,2040797.41,5527555.589,2213455.523,3216221.632,6299303.39,3826395.421,5499667.276,10427820.18,6042238.455,7550071.933,13931325.16,6706978.792,11421803.51,1656456.331,777554.9727,570203.0309,3256173.899,1090519.407,1306939.125,5026778.911,2507524.917,2254101.919,7937391.523,2742905.436,3837246.119,4514917.557,4643660.674,5405227.253,12642599.25,1078391.833,6355484.309,0,1608.080555,41781.35857,33513.74644,0,138054.9629,0,1526.500327,193018.8488,0,0,4869551.598,47485.81975,0,0,48823.43621,0,0,0,413395.6124,1170319.615,406337.7517,427238.8272,1780907.579,1552822.255,1957115.161,2520672.203,1929554.264,3420992.781,3133942.107,1221693.473,4734646.353,5733545.086,3307127.752,5854848.4,6485657.148,6550518.495,4930028.076
3.378618408/219.0770981,354618.5921,98783.29259,234063.4059,1060924.377,256733.8205,738887.4227,1179209.76,227259.2946,961966.1105,1493459.204,694578.4279,1046551.045,1683494.935,965137.1489,1296260.153,1644328.96,1461105.475,1552717.218,0,0,0,0,0,0,1542.443223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97387.36043,0,0,116364.7307,0,0,136055.0457,0,0,148547.7922,0,0,32319.86417,974952.155,950673.9745,451261.3179,956207.763,1064958.238,776191.8384,1862783.316,1845768.077,1263225.283,1914237.947,2557447.423,1750221.927,3097193.587,3104176.483,1901597.581,4256267.269,3397734.499,2739961.278,942148.7722,583024.2814,470963.4213,1738762.006,813286.3018,883296.1155,2135595.079,1364641.977,1073003.738,2462591.036,879714.3525,1504480.283,1158964.465,1550986.085,1762895.795,3216764.608,264291.5205,2065646.898,0,0,24106.48455,1516.310921,0,52898.11874,0,0,61570.3246,0,0,1711203.552,4905.822959,0,0,7962.704542,0,0,0,390375.5617,845848.3681,343203.1926,366889.2223,950914.8624,759633.3837,1102440.405,1535423.405,987730.3169,1504257.754,1721294.78,626043.9404,1728444.831,2343185.901,1173534.518,1971956.128,3267374.015,2752922.846,2084861.121
2.887281576/238.1080839,244775.616,31768.97854,56402.15882,1399784.391,165808.6455,401676.7095,1271299.543,119215.1485,451004.3208,1234667.131,199440.6292,331360.5776,747493.9584,222744.0889,489806.8982,687436.7312,333810.878,510623.8046,0,0,0,0,0,0,0,0,0,0,1232.498344,0,0,0,0,893.7491743,0,0,0,0,792.1515757,0,396.0757879,0,0,53848.29849,1337.232995,0,68557.4332,0,0,49373.2412,0,0,64405.02351,1221.554631,0,1706.564548,27991.63445,232462.5822,10386.65271,469598.7278,228943.5654,214235.4095,1009234.722,203806.8847,426489.6062,571862.8607,96989.35582,719257.1793,2211883.608,588858.1018,1123238.331,2592284.539,386025.8517,1762048.713,69991.13472,97513.07529,10363.37632,424810.9175,173534.7634,66385.67519,445359.6715,223099.8218,182858.6868,340115.5508,177500.4387,233912.5827,41703.60134,292967.725,297025.4853,629897.6291,37067.79428,935691.4006,0,0,0,0,0,3368.494466,0,0,9153.701157,0,0,476643.3559,1743.257043,0,0,1501.426699,0,0,0,11612.91973,57827.88577,1679.166245,1264.900663,145076.0652,144743.6162,233193.481,134420.2389,202645.1913,310233.4987,212702.7017,130939.3358,310851.7315,63852.39424,272986.2778,337176.1047,533792.6066,673765.1525,406760.1057
4.421638414/500.1889634,230907.9093,118865.497,302898.4582,677886.6433,206348.5573,725913.1037,1092478.168,262533.0023,1417630.49,1496583.862,1182497.749,2236486.419,2409527.076,2026442.73,3377376.76,2849280.718,3444254.335,3146767.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53649.47229,0,0,174607.2523,0,0,257483.8702,0,0,408435.6864,0,0,77969.99242,1216714.271,775173.2806,697237.8842,2597354.636,1308587.09,1907342.278,5527390.771,3170224.513,3265469.205,6841872.837,5129261.544,5559526.999,12638573.7,7803342.057,8279659.977,18638482.85,9155762.332,10693789.88,1084278.127,737806.0419,606777.0793,2599596.811,1219643.357,1297257.103,4732333.763,2598626.063,2481469.337,7224896.322,2758249.281,4063477.524,3888539.482,5234519.265,6103213.656,11071132.41,1148974.123,8133484.87,0,0,32174.25718,20671.6255,0,108728.5609,0,0,177630.0276,0,0,4323108.621,31890.07416,0,0,56236.20428,0,0,0,496168.4447,790666.3084,457685.6368,452486.1856,1740391.436,743104.3996,1785343.988,2660015.493,1174427.913,2911558.35,3513591.817,732143.9819,3939134.166,5165971.921,1421490.722,5341302.841,6488028.107,3673821.59,6860202.045
2.808404958/293.1140317,293444.4168,190515.0524,268283.8873,1155159.206,375276.0222,1385386.228,1077631.279,282822.6645,1859123.239,1112614.731,986638.4063,2284457.988,1665078.042,1511497.206,2980996.465,1916136.663,2851248.282,2383692.473,11585.80098,14305.12332,35078.46493,93706.06441,50497.25408,106734.8125,78035.13574,109451.8455,10739.16725,127485.5799,133550.5139,101025.9179,23067.22471,148114.7756,96932.14709,13557.7048,130950.5505,152055.1125,10081.2266,116025.923,0,0,0,4228.348426,1950.489518,155555.008,1671.164571,1610.764585,192593.2057,23163.98364,6961.208333,227762.363,7271.564373,972.0080257,300757.4454,2875.461491,4968.986286,70084.88318,814369.2426,793279.1263,482152.5174,3305288.219,2229238.18,2459524.232,5874926.029,4526188.796,3752262.009,6860183.92,7116881.135,5179709.655,12636269.74,8465381.417,5803657.655,16950322.12,9898297.44,7293498.65,731720.4083,447073.8666,528030.8643,3040221.444,2101637.865,2865221.162,5027403.523,5105587.493,4291282.978,6894575.481,3056365.177,6260408.139,3844447.846,6063559.919,7272998.595,10471808.25,1401714.791,8128742.155,15799.71373,26750.93731,26580.18712,59919.33873,65571.54537,179441.4587,38756.99332,121535.6218,204417.6755,152388.6098,156346.7091,3187866.567,160577.0599,138418.6075,166356.8666,211152.4044,195032.1206,219455.6203,182801.1763,466517.3816,848427.017,510040.8553,451066.4706,3531436.451,2325958.815,4486238.035,6369377.655,2903630.644,5384985.694,5724416.297,1773527.859,6030567.709,6903822.176,2924387.026,6619633.591,10004290.61,6810788.225,7355660.856
2.867249159/438.1009044,262561.7563,183700.7574,389153.4056,956275.8064,537943.0087,1900910.095,1002452.868,467496.2035,2601283.248,1180311.059,1574014.941,3263642.248,1667412.066,2227613.605,4200818.861,1950696.591,3915212.737,2932954.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184163.8816,1284.527068,0,274422.7466,2558.142994,0,315926.3456,0,0,384984.0294,1474.221979,0,94477.8828,654834.2898,894503.9016,1254518.655,5947263.208,1760068.064,3828718.24,10936501.99,2825361.422,5762354.839,12137832.89,4061420.353,7728534.587,21540374.12,4167805.167,9202533.633,27872850.15,4738482.837,10280113.05,655867.8848,693553.6132,748510.6794,2449746.531,2010547.255,4932045.514,4130472.349,3622533.514,7226241.056,5369955.99,2330814.719,9885494.625,2866065.989,4589710.425,11556357.54,8091637.877,980046.5258,13327457.83,4362.995553,1444.017024,84968.79509,61156.49955,0,266139.0856,0,3233.060711,311667.3064,0,0,3860331.838,81038.47139,1381.444718,0,78419.97923,1539.148473,0,0,1441764.258,2217341.654,1038634.993,998134.5125,5222396.012,3002347.582,5239266.471,8506453.253,3393226.323,6426698.51,7815346.989,1871135.27,7019719.969,8473676.25,3201287.067,7253126.469,11645241.04,6311588.533,7956617.254
4.695507251/502.1868382,103944.4984,21678.89932,148050.6798,690755.2874,129185.275,521785.6108,1056964.747,203938.6454,1040371.31,1535318.742,883178.5576,1612935.653,2827496.906,1833993.341,2414005.454,3576020.766,2851993.603,3214007.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46857.54624,0,0,129931.154,0,0,195844.6107,0,0,294242.5253,0,0,70498.81002,1866687.537,852721.566,777620.7636,3424565.719,996190.5753,1766358.535,5241976.95,2192280.732,2706934.412,6291600.904,3922862.405,4773165.461,10136078.3,5777957.985,6392538.907,13581135.4,6797222.807,9683343.92,1600562.581,748974.8975,489480.8792,3194541.99,1003778.866,1108835.443,4917574.59,2502954.62,1934185.536,7612590.882,2691073.174,3252307.341,4473043.458,4523297.801,4363188.552,12302317.26,1050992.925,5535783.372,0,0,22111.88209,11613.29292,0,119068.2106,0,0,81694.75057,0,0,4627378.534,38960.47315,0,0,59016.33665,0,0,0,377701.171,1158868.991,368034.4455,349209.6527,1817708.348,1500762.718,1713475.625,2497899.05,1828281.641,2833712.389,3093301.596,1260164.272,4084000.15,5701821.785,3286983.306,5215584.589,6445923.333,6489633.337,4361669.789
6.106207828/578.3554311,284909.0269,307778.3577,560862.4417,773037.0832,432588.8361,1240869.157,1043244.992,381334.5984,1620157.47,1108367.666,1153772.868,1748476.361,1368010.397,1643053.19,2229901.518,1306112.091,2014329.315,1660220.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158396.2868,901.8627032,0,228639.0359,0,0,201157.3049,0,0,288698.1033,0,0,41499.32934,441728.7497,617997.282,701071.2631,947988.3568,1273368.427,1115486.044,1224433.555,1473543.239,1498654.93,1060726.444,1822933.016,1687518.898,1703253.131,1753055.252,2071562.705,1916369.436,1887524.597,2212367.185,479741.733,644243.9944,605793.5151,1077477.615,1459507.752,1607933.293,1580410.603,1827123.621,1553367.331,1484898.88,805775.155,1772301.086,654906.7342,1245702.987,1986815.723,2089713.664,756181.4722,2501098.076,0,0,38356.08772,6123.025796,0,68801.87177,0,0,79597.19896,0,0,2358480.821,4038.05675,0,0,9221.401563,0,0,0,381462.7338,610419.2833,590733.8787,507891.416,1031098.226,1442032.342,1651932.897,1247742.742,1399266.567,1681750.228,1233891.114,692621.5309,1563871.11,1004304.503,1097016.102,1858552.182,1991740.008,2412311.483,1781650.432
3.770998142/421.0932149,15429.41873,42933.96461,12709.70956,1142298.733,219540.8048,955358.4287,2581783.412,236614.0261,1858243.986,2919363.664,680447.725,1962637.631,3057638.065,971407.3387,3138548.005,2826016.088,1847624.636,2336820.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215.145028,130449.4454,0,0,243050.1567,0,0,318152.6754,0,0,360554.7706,0,0,102731.3658,470202.1346,301175.2207,160875.668,1732834.789,454081.0822,721634.3821,2648193.543,826592.6876,1105624.237,1987584.205,794383.7834,1850738.657,4345953.127,2042281.152,1990695.85,5488704.972,1768762.815,2946712.371,189269.2346,399193.0381,107496.3957,2691754.715,830826.4392,332315.5282,3558656.474,447920.95,545253.9432,3934994.357,492662.5609,848946.9387,2166993.205,976664.2065,1202224.044,7968086.177,587254.3204,2692718.854,0,0,0,1997.062383,0,17177.1857,0,0,30937.52998,0,0,4275330.358,0,0,0,0,0,0,0,22482.01032,218374.1001,20858.33626,13061.09293,369807.7123,140488.3527,494453.5076,702090.574,256090.012,709845.4376,441767.4705,87250.15015,856866.0118,1033672.4,248071.2444,1358278.691,1236547.865,558858.1986,1544626.028
5.045009673/666.1196145,617477.0506,276632.9069,319569.1589,1321446.134,394352.9978,534310.9603,1318753.8,506030.383,594383.5002,1552519.536,1040562.918,426840.2239,1736563.061,1164420.255,959224.759,1972481.443,1558279.434,1765380.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65961.26925,0,0,149856.3496,0,0,280263.7933,0,0,140960.5795,0,0,98719.44521,1283783.171,832780.7444,503879.4295,1463144.814,981881.8302,526358.0853,1658223.906,1358166.553,925094.6402,1794361.658,1497009.744,1243616.617,2777519.535,1765781.594,672800.7064,2974875.672,1815357.269,1001228.252,1256596.494,649002.4856,622569.886,1881882.491,1120865.891,754551.3937,2679123.371,1299061.321,428082.4733,2447912.099,1265317.967,1381184.088,2137363.116,2438671.656,1534247.102,3111737.477,926098.7759,1864693.607,0,0,37303.17368,11783.22919,0,84981.9253,0,0,96588.13099,0,0,1385706.371,22919.85401,0,0,13775.01201,0,0,0,681949.2127,1018124.006,1069300.156,360038.3032,1258177.715,1522232.499,912117.4872,2195166.431,1295292.46,1094755.733,2469143.876,1066780.094,1237166.881,2380114.77,1976270.549,1594972.338,3115441.091,2918751.837,2259628.333
4.294494118/333.0431269,234103.6219,159604.2529,271033.4892,853651.7478,257195.7645,629909.3899,909505.6082,246807.8976,998701.6999,1040835.542,925365.3407,1363630.948,1564428.631,1499502.896,1774092.316,1690295.417,2599947.399,2145121.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61209.74424,0,0,105917.7468,0,0,70661.06117,0,0,185948.5898,0,0,33596.54202,790461.9835,935041.0369,711431.9284,3490835.018,1915181.996,2061194.731,5806572.372,3742024.551,3170071.917,5851299.281,5116725.161,4601755.039,9545079.504,5948140.992,5502151.554,11628354.65,6745533.268,6575143.388,684458.4361,822684.6,544767.783,2763832.891,1698198.371,2011733.727,4628894.847,3034183.319,2803944.691,5173810.829,1940079.688,3795796.883,2075840.325,3468732.762,4981792.78,6434902.639,473708.8205,5172686.635,0,0,39302.74661,36325.72081,0,156167.2182,0,0,174549.4019,0,0,2663681.422,44103.568,0,0,32436.27642,0,0,0,440505.888,882674.2532,800074.7651,510185.2225,4088933.503,3047712.88,3268625.416,7219364.829,4446662.789,4699501.308,7876457.448,2423536.196,5462540.394,8632832.934,5082284.909,6188039.381,13281701.45,10367443.07,6160266.24
4.695277618/609.1718188,154260.8047,13546.33318,85864.15933,799685.479,111346.3822,381185.7514,978801.5807,235441.3829,591160.9597,1457073.894,623691.5157,987776.2099,2681349.029,848481.2697,1156984.038,1942656.306,1229412.125,1586034.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53978.03501,0,0,119607.0864,0,0,336968.5836,0,0,260046.5898,0,0,198476.7567,2772212.871,616844.1296,705508.4992,2228103.769,493893.221,1431894.587,2619857.012,994165.1897,1580286.439,3732873.329,1479219.399,2603453.679,4527169.644,1848726.118,3039684.4,8189719.191,2021534.821,4411869.416,2113266.435,440764.4404,520118.9572,4736296.588,648968.7762,905276.9869,3081548.495,1008256.527,1948939.053,10130661.3,1229721.298,2214374.902,3483526.278,2490072.204,2931154.939,5507396.874,1185640.758,3000036.635,0,0,31963.19066,132837.0295,0,150969.8568,0,0,206115.5752,0,0,1506294.527,43880.49491,0,0,64610.05314,0,0,0,1145201.356,3665862.418,446477.4068,502088.8082,4262520.298,1692742.265,1427478.929,2581204.176,1350036.292,2012320.848,4611759.832,1077752.501,2814359.107,8910500.629,2995779.652,3038195.01,6449145.738,3052486.961,3344126.66
4.058774826/530.1626705,237725.5599,129063.5445,314370.3583,531675.5995,246628.1963,1098948.944,1000498.456,379783.7237,2210627.537,1534228.738,2079845.137,3437371.681,2802891.026,3704406.043,5225924.164,3806585.286,6295444.698,5051014.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142407.3312,0,0,322756.6015,0,0,571998.3261,0,0,732203.5038,0,0,193288.0463,1332519.171,828437.2975,1239844.533,3525960.447,2030683.446,2519611.969,7520901.712,5387883.587,5152429.927,9065919.708,8503218.582,8436192.747,17213577.2,12567480.85,10197533.65,21944090.14,14296667.92,14361295.88,1314218.993,1294687.67,646487.9482,3183173.854,1542855.062,1358593.873,5813564.069,3243768.269,1994952.472,9843222.12,3212406.317,2947923.818,4761406.779,5820509.261,3602246.048,14920072.22,1172503.498,4174770.747,0,0,58053.19569,0,0,127647.1607,0,0,199477.9311,0,0,8313178.386,6477.400006,0,0,5954.706796,0,0,0,562654.3566,941932.3798,394938.3781,442435.0285,1235697.9,821680.6381,2153625.312,1721947.549,992190.9548,3817076.531,1920188.932,569763.7924,4747750.642,2671318.344,945252.8922,5419502.749,2847698.123,2342966.985,5406216.478
2.874284113/472.0806472,236103.0843,154688.7553,452498.8346,869484.0585,361938.0607,1951325.326,923045.3866,270132.1197,2812080.839,971621.5303,1124127.723,3521637.807,1391423.909,1934933.283,4961013.44,1521144.334,3597460.016,2559302.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205660.1952,0,0,288603.2998,0,0,246109.0189,0,0,407976.0587,0,0,23061.51035,421167.9502,835486.4955,1199886.62,4309761.811,1770703.884,3530913.958,9367239.573,2936144.499,6101953.178,9025652.97,4356505.808,7716070.282,19281071.3,4480692.619,9529449.509,26955315.72,5220266.015,10438872.98,454548.6224,630717.4828,664350.4785,1563905.635,1891996.022,4645287.921,2877837.51,3861605.653,5939425.943,3160422.365,1654631.646,8794740.088,1548396.123,3403110.17,10101002.2,6169161.376,471947.2175,12717140.08,6316.715868,0,80816.7318,45392.97101,0,248084.0153,0,0,287114.9917,0,0,4375944.554,76185.70558,0,0,36489.8152,0,0,0,760152.2042,1114204.26,703421.9847,764167.457,2930252.1,2017308.298,4830473.777,5494040.269,2487477.883,5805583.397,4998530.372,1152409.154,5986142.884,4854377.851,1886321.787,6605231.333,8625032.601,5787365.907,6568454.747
6.203188359/536.2106354,218017.8875,154094.6532,367441.5583,582637.4599,250557.6716,902401.0001,1034314.242,309354.8535,1697631.731,1605048.258,1304827.83,2446126.478,2425857.561,2435961.875,3603797.564,3374639.32,3018784.539,3196711.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116077.5104,0,0,260993.4113,0,0,337189.5645,0,1146.622245,467344.1339,0,0,78667.22341,643180.4468,399699.1665,644038.2093,829398.2272,545777.8022,481993.746,1325215.101,941396.1927,722980.8229,1544944.044,1467275.214,889591.1562,2734266,1954268.93,1014488.661,2868102.475,2311397.404,882100.1543,426487.0227,483798.5334,339470.8265,788421.4896,651009.3923,359855.1715,1712440.675,1413982.013,405945.1769,2536086.149,1005795.028,566990.4142,1060983.796,1589326.315,718830.0199,5422848.624,450812.3213,554643.5152,0,0,9271.428616,2949.841521,0,22211.57663,0,0,34652.75532,0,0,4743778.604,2273.883999,0,0,3299.73647,0,0,0,125370.052,214278.8459,80258.88528,133819.7022,39425.30361,68098.3583,178798.2108,99281.97936,73048.10396,278530.3233,147551.5491,38205.76299,424789.555,262101.0057,74497.12685,457193.1573,207207.0499,118378.4559,286389.438
3.018579934/379.0273574,320515.9257,181951.225,280820.2506,999256.7921,120321.8108,464796.9011,952054.2418,103623.6168,508589.7418,1148640.873,333633.494,510299.7997,1203768.558,440536.7166,541293.1036,916677.261,627985.0796,772331.1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27752.29809,0,0,62667.76166,0,0,31627.65199,0,0,40789.24886,0,0,0,524585.2297,592189.9383,162000.6112,533879.9367,1229766.867,817258.4657,950266.6069,1863540.333,1229597.512,888528.9007,2583626.982,1754432.256,1247992.191,2791570.214,1415220.097,1465402.941,2931762.622,2135379.248,414007.1335,281307.4474,297047.0489,755989.9856,303715.4841,350039.6449,725192.3002,541207.0728,414248.2555,651718.0499,201345.0288,622305.7196,266053.6307,344659.8819,678851.0702,709567.2884,32826.00248,1068202.766,0,0,0,0,0,12345.47165,0,0,0,0,0,650266.1266,0,0,0,0,0,0,0,225513.9928,552877.9434,185928.6767,298709.9257,763157.1627,671855.2229,1027228.413,797367.5203,380588.341,1048236.157,591452.5449,406745.2994,946475.9852,922984.8295,280336.7652,844145.411,1341964.748,1570587.93,1115226.208
