,2mem_BtCv_12pt5hr-1,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-1,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-1,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-1,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-1,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-1,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-1,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-1,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-1,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-1,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
3.343783477/299.1097032,2.1978244,2.1674256,2.2781179,2.200638,2.4959283,3.0824769,3.6378568,2.8838652,2.9059544,3.3306374,3.9210745,3.6576869,2.4881517,3.6341073,4.8357346,4.1451878,4.752695,5.461545,4.2480005,4.1818685,5.1368993,5.1092599,2.2472635,2.1912102,2.155939,2.0851225,2.3873594,2.4558364,2.6052003,2.0872465,2.593114,2.652735,2.5809578,2.0328696,2.6192369,2.7224252,2.6833168,2.8353856,2.8260973,2.7580252,2.8495716,1.5863162,2.8456055,1.8458042,1.6985751,2.0629335,2.5793736,2.3853485,2.2202732,1.934296,3.1269404,3.2119578,2.6329282,2.0377949,3.7694205,3.6214006,3.4961474,3.6570672,3.5898658,3.5348608,1.6887851,3.8303547,3.9491253,3.9176644,2.322437,1.9176178,2.0679716,1.8990428,1.9300051,2.3659337,2.7753857,3.023997,2.3371924,3.3090177,3.5516293,3.9018116,3.3077111,3.9585586,3.8857708,3.1948521,4.4510095,3.5486486,4.0648683,4.3538027
4.606390924/228.1591469,3.265058,3.496319,3.561262,3.455928,3.691427,3.485158,3.737373,3.441319,3.370258,3.666535,4.036617,3.766114,2.97686,3.456152,4.370586,3.824313,4.206262,4.721209,4.229308,4.343986,4.968204,4.345719,3.831109,3.674389,3.838657,3.355084,4.04205,4.249364,4.025853,3.365603,4.30334,4.715533,3.69861,3.217616,4.291843,4.538775,4.159102,4.540075,4.390451,4.250213,4.947497,2.184859,4.617127,2.067051,1.894946,2.523552,2.173484,1.924276,2.864159,2.586473,1.953942,2.27455,2.779277,2.687208,2.238569,5.031525,2.868307,2.358394,2.391112,2.888137,2.681248,2.579761,2.901074,3.156322,4.173244,3.29724,3.634909,3.335044,3.639259,3.887379,3.243028,3.82646,3.641727,3.427233,3.733023,3.678934,3.355438,3.530284,3.455928,2.776302,3.601481,4.523991,4.063621,3.729132
0.513188895/159.0758647,0.4009717,0.6921886,0.8387898,0.8273394,1.9130236,2.3754436,2.8992834,1.9595315,2.0172775,2.5580542,3.1513012,2.4889721,2.3544033,2.2583153,1.8430783,2.5226736,3.0689275,3.6486556,1.8012986,3.034302,4.2105374,3.1572736,0.3443943,0.6953174,0.543651,0.9716236,0.8101017,0.9098493,0.8600295,1.213049,0.7995644,1.0412297,0.6144246,0.7238272,0.5598283,0.4219313,0.845284,0.7809517,0.8887557,1.0786573,1.3401037,0.3907903,0.9100684,2.1964857,2.5836659,1.101596,3.3862933,3.0754582,1.6038884,3.0732575,3.7441208,4.1492534,2.7670416,3.0055221,4.3824442,2.6226374,2.1648642,4.5210544,4.6967583,4.0219461,2.8900736,4.6362881,4.4891494,4.4798585,1.4389122,0.6771633,1.0589746,0.6696985,1.4253121,1.4198393,1.8136499,1.5654059,1.9500714,2.1220682,1.327987,1.865918,2.809082,2.1223048,1.4392429,2.0375955,2.2240831,2.9657745,2.7248107,2.3395632
4.579566271/285.2037069,2.303327,2.011416,1.527378,2.443776,2.657818,1.961688,1.636486,2.237308,3.197483,1.992577,1.517156,2.384263,3.044689,1.881019,1.627072,2.269426,2.030099,1.733805,2.45351,2.022585,1.703304,2.164797,2.207265,1.5303,2.435736,3.114865,2.126156,1.649262,2.564479,3.248101,2.145148,1.464859,2.283649,3.377015,1.934072,1.687214,2.355682,2.147736,1.601248,2.360367,2.102066,2.119212,2.397426,2.421317,1.547118,2.796142,2.076641,1.455955,2.44487,3.128619,2.007916,1.55552,2.222458,3.612409,2.070197,1.698965,2.543429,2.327667,1.59181,2.455849,3.356794,2.22406,1.7225,2.429727,3.162841,1.671123,2.265774,1.974065,3.587137,1.767999,2.565493,2.134989,1.789645,2.346693,2.225243,1.784117,2.696107,2.254754,1.886755,2.06985,2.086446,1.744846,2.439043,2.254899
3.363321729/167.0701056,2.116829,1.842253,1.980692,2.216047,2.708702,1.951228,1.323582,2.003641,2.782013,1.88452,1.81999,2.45996,2.526334,1.781202,1.532161,2.105034,1.902881,1.96679,2.271333,1.957849,1.341626,2.439512,1.828946,1.946354,2.151066,2.685568,2.226645,1.90209,2.237106,2.663685,2.499259,1.859497,2.013548,2.515486,2.205632,1.404928,2.056545,2.004942,1.395145,2.444595,1.898737,1.599432,1.963908,2.258749,1.660805,2.346325,2.055026,1.357234,1.971537,2.56812,2.007864,1.285678,1.875852,2.676299,2.265365,1.930791,2.112648,2.11047,1.293442,1.94227,2.461187,2.194034,1.419984,2.173769,2.903985,2.011596,2.16392,2.155826,3.171753,1.796759,2.176836,2.28474,1.996123,2.262705,2.570932,1.926581,2.59092,2.392539,2.161571,1.984203,2.036095,2.199631,2.792229,2.270943
2.012012359/244.1903077,2.2150804,2.0175095,1.9241634,2.0909005,2.3776492,2.086848,2.1615136,2.2564497,2.1902259,2.4232403,1.6587353,1.967551,1.5283834,2.2016792,2.1892558,2.3312219,2.3203539,2.0368962,2.3959387,2.1969719,2.3469839,2.6908202,2.1486254,1.7064728,2.1093416,2.4553122,1.9629927,1.775147,2.1118699,1.5853582,1.82596,2.0351082,1.8071929,1.0783844,1.8483382,1.5517507,2.0198626,1.9153964,1.6118962,1.963694,2.0642604,1.6992057,1.9789911,2.7198551,1.8032953,2.6698763,2.1353458,1.8832445,2.3005955,3.2148469,2.34154,1.3687856,2.1762848,3.2268322,2.7436622,1.7824597,2.6913271,2.2926159,1.9132725,2.2023116,1.6294898,2.5440862,2.2686446,2.9368063,2.9209088,1.8861374,2.2530973,1.8462944,2.3424625,2.0268348,2.5905148,2.0548229,1.8978895,2.1926247,2.0244646,2.0645065,2.7814843,2.0052364,1.8069707,2.182034,2.3887957,2.1046244,2.5710775,2.201343
3.206300418/205.0837416,2.3939663,1.6269103,1.8355933,1.174851,2.3269256,1.6025984,1.5564269,1.0998436,1.696171,1.7925791,1.4691575,1.7362244,1.8447208,1.4280118,1.5563468,1.4841486,1.624962,1.4150782,1.4819487,1.5411639,1.395639,1.5281912,1.575307,1.6903673,1.8284789,3.0195993,2.3802263,1.6739122,2.0017767,3.0927229,1.9423723,1.063568,1.9361643,2.6113389,2.1496893,1.2599346,2.0533393,1.8977863,1.6144742,2.044044,2.3136591,1.7991185,1.6738472,1.6747724,1.3578803,1.4163309,1.7365058,1.3989778,1.2692613,1.5421941,1.7768124,1.5315637,1.3115552,1.6324253,1.2937197,1.6138458,0.6339339,1.6012222,1.5318051,0.7945043,1.393799,1.6697259,1.3767007,1.2396376,2.8375286,1.2560868,2.1957525,1.495172,3.2858091,1.9013828,2.7602294,1.5776823,1.9968651,2.1291056,1.2601557,1.920405,2.5210827,1.395338,2.13041,2.058182,1.3918067,2.0105179,2.4846373,1.3724001
5.642300082/271.1686022,1.7910251,1.9006835,2.010891,1.7494511,1.6720924,1.7815199,1.8519692,1.7729384,1.5305666,1.9152789,1.855377,1.9264721,1.1116863,1.7303502,2.072354,1.9028892,1.9889092,1.9918516,2.0213834,1.974562,2.1002488,1.9029725,1.9780845,1.74372,1.619585,0.659907,1.7360379,1.7240245,1.9522154,1.5115068,1.8033069,1.9311612,1.7201658,0.8218857,1.6579451,1.764908,1.8601199,1.8468956,1.6830922,1.9165775,1.9253717,0.7482232,1.9183699,2.0629373,1.721615,1.7766852,1.6979768,1.5138126,1.881113,1.366962,1.6394189,1.8106428,1.9441957,1.451886,1.9133992,2.1478922,2.1018102,1.7514712,1.7731137,2.0645143,0.8191726,1.9219404,1.8386813,2.2307941,1.8359288,1.580339,1.7008522,1.5449115,1.4528224,1.7652753,1.7910276,1.7550628,1.7139228,1.7850881,1.7781393,1.6484933,1.4393364,1.7201166,1.7075622,1.5882755,1.8053277,1.976188,2.0601996,1.7339868
2.387763129/288.1414842,1.81416,1.874354,2.023343,1.636214,2.071465,2.27482,2.311193,2.189178,1.971311,2.580635,2.508772,2.389692,1.846775,2.524843,2.703108,2.572897,2.883355,2.882342,2.748228,2.89168,3.013063,2.837081,1.929926,1.795822,1.660106,1.997691,2.259972,2.192917,2.266456,1.945951,2.516373,2.459086,2.177641,1.988621,2.501618,2.488514,2.56927,2.96656,2.684433,2.540842,2.862082,1.63453,2.798285,1.607787,1.535964,1.572102,1.499027,1.489132,1.700939,1.420875,1.553429,1.674531,1.677019,1.450632,1.605528,3.684144,1.856986,1.664148,1.774747,1.912293,1.569477,1.712571,1.825914,2.142898,1.739238,1.514676,1.833876,1.473413,1.734176,2.06805,2.226479,2.174387,2.278327,2.322474,2.270519,2.037283,2.357048,2.279897,2.411612,2.278227,2.535039,2.636376,2.818263,2.602021
5.805284925/297.1844327,2.229992,2.199533,2.212376,2.084164,1.803274,1.933888,2.046108,2.011676,1.63758,2.041261,2.004844,2.186374,1.471942,1.850338,2.175144,2.128162,2.18134,2.20128,2.155591,2.188568,2.161168,2.133052,2.260247,1.756863,1.849254,1.686041,1.916704,1.939036,2.129891,1.116932,2.061477,2.064946,2.038774,1.697726,1.95498,1.995153,2.075562,2.044341,1.865929,2.040892,2.086377,1.43751,2.151785,2.438489,2.143385,2.248366,1.945635,1.876431,2.219217,1.68468,2.000388,1.980372,2.136538,1.713525,2.020623,2.340077,2.253845,2.115099,1.937892,2.319794,1.065243,2.102695,1.992284,2.391271,2.245935,2.024209,2.105752,1.958141,1.572245,1.961866,2.093312,2.133895,1.85133,2.002961,2.117084,1.848469,2.095466,2.077338,1.915779,1.852639,2.151001,2.083804,2.163793,2.086578
5.674011478/165.069644,1.8523246,1.2157774,1.0415893,1.4402665,2.4513423,1.4557479,1.3881764,1.5197078,2.3880654,2.0182539,1.5102,1.7769204,2.0681869,1.4859902,1.4148006,1.6870551,1.5839564,1.6801398,1.7638392,1.6525549,1.7651453,1.7307657,1.33102,0.3962232,1.5410077,2.1498649,1.8725149,1.1312384,1.5809169,2.1209993,1.6454406,1.3477981,1.4636222,1.9537489,1.6281588,1.3504946,1.5411588,1.6415372,1.2856833,1.6242111,1.7815151,1.4743989,1.3009016,2.2317026,0.6841992,1.7317303,2.3787173,1.2628383,1.2765061,2.1034378,2.377937,1.2757822,1.5809153,2.4237431,2.5542971,0.9128651,1.7225873,2.3125953,1.4754577,1.1967596,2.035,2.4340562,1.3692665,1.9189286,2.2841456,1.0537813,1.6455075,1.3292215,2.5913095,1.4951084,2.2562577,1.5919571,1.4755515,1.9627752,1.6074029,1.7531708,2.2472103,1.6688478,1.3057941,1.9461408,1.6705816,2.3285502,2.6361787,1.6810261
3.280562767/369.1515826,2.255599,2.310149,2.446627,2.020622,2.168074,2.115274,2.228467,1.994445,1.923544,2.229924,2.179121,2.048561,1.885384,2.057921,2.314106,1.865113,2.048582,2.221243,1.802161,1.819599,2.166676,1.80197,2.556391,2.338664,2.095488,1.963663,2.313333,2.287647,2.009126,1.799489,2.362248,2.228404,1.935696,1.681238,2.273381,2.162352,1.975738,2.272818,2.218965,1.971986,2.365748,1.460594,2.094991,2.350444,2.340491,2.059981,2.146424,2.164666,1.956094,1.827238,2.216437,2.090777,1.887879,1.899982,2.031394,2.315145,1.892255,2.051724,2.056492,1.825271,2.091964,2.081697,1.904698,1.78507,2.370901,2.174096,2.266661,1.985597,2.028635,2.334073,2.157284,1.936789,2.178921,2.109298,2.060658,1.944695,2.280833,1.968885,2.243898,1.917762,1.738978,2.073608,1.973307,1.744092
5.395178234/393.2612562,0.7294591,1.2713566,1.5971981,2.2544552,2.0793926,2.9186989,3.1444499,2.9027503,2.0433256,3.2158942,3.4221969,3.3206195,1.9840729,3.053225,3.8290838,3.208327,3.5063554,3.72614,3.2451307,3.5361163,4.2673193,3.5140539,0.3751336,0.3404671,1.1684557,0.1955745,0.2705306,0.3996132,1.8926447,0.2393995,0.1619417,0.3904195,1.7963093,0.3510226,0.1562973,0.4183792,1.8232539,0.2191588,0.3888038,1.9866477,0.3042125,0.1895152,1.5572581,2.6937018,2.3201533,2.4614178,2.7228451,2.5028277,2.8741488,2.0627753,2.6046311,2.5933609,2.7508084,2.1319665,2.7256523,0.5329923,2.734885,2.7046282,2.745475,2.8926303,1.7829719,2.694957,2.509547,2.596287,3.2613724,2.9134086,2.6900028,2.3753996,1.5236009,3.4470084,4.2196212,3.3531696,3.5779097,3.936177,3.620014,3.5737071,4.3776484,3.6982951,3.6945474,4.1136576,3.700352,3.7857093,4.5831819,3.2870834
3.051909374/200.1278988,1.2314248,1.1931464,1.4363601,1.4617315,3.1021326,2.8191189,3.3119221,2.8542586,3.1956337,3.8871858,3.5441409,3.53028,2.9548698,3.6310244,4.045039,3.8467272,4.1167275,4.6188401,4.2653757,4.3634282,4.4281056,4.4222996,0.4713675,0.6745656,0.7016378,0.5205835,0.9323865,0.5976028,1.7245618,0.8004276,1.2406972,0.5033642,1.7243532,0.6079176,1.1347837,0.7996576,1.7766679,0.7547018,0.6441491,2.0409088,1.3191278,0.5302261,2.07787,2.202246,2.2762926,2.357561,2.9457326,2.9167088,2.7114366,2.5561723,3.1102181,3.2459074,2.9912825,2.5392028,3.4816241,1.1966358,3.3737578,3.4750652,3.6892813,3.4200041,2.6425289,3.6470795,3.8966783,4.1366082,2.1367153,1.4340341,2.1081538,1.4779766,2.4147696,2.4896177,3.0862965,3.037349,3.1379441,3.1567291,3.414747,3.5521662,3.5425276,3.4754223,3.4661111,3.0515232,4.0505438,3.899689,4.3323049,4.036334
3.654225326/426.2331942,1.3084577,1.4819767,1.6613968,1.3401591,1.5877576,1.5593969,1.6582648,1.5290888,1.4145922,1.7483047,1.6358978,1.7005154,1.2342031,1.5948367,1.7609156,1.6398227,1.780306,1.9207075,1.4412271,1.7909063,1.8660866,1.3440684,1.510399,1.4274208,1.3032403,1.2467561,1.5133197,1.5747696,1.5461252,1.402313,1.7045136,1.5882795,1.3524738,1.0533358,1.4323917,1.6865595,1.4043296,1.2451742,1.4773603,1.32758,1.6702149,0.8747207,1.454901,1.4885132,1.3931107,1.5528901,1.2344394,1.4876462,1.084249,0.9021539,1.350017,1.6894387,1.2162565,0.8653823,1.4704719,1.885882,1.267659,0.9071769,1.0599805,1.3776361,1.020537,1.0089185,1.6705967,1.0519889,1.4161716,1.2855983,1.3407649,1.2686474,1.4042147,1.5520184,1.2861341,1.4754012,1.5572519,1.307382,1.5183214,1.6065077,1.6666628,1.1848605,1.1841714,1.3655269,1.4237356,1.756469,1.6453369,1.210792
5.492332906/394.2689617,0.8404507,0.6178878,1.6091403,2.3914404,2.3809359,3.3204252,3.3707968,3.2233402,2.238721,3.5634629,3.6527316,3.7378215,2.243807,3.4681212,4.0556694,3.5844169,3.9368977,4.05705,3.735871,3.9094976,4.5875227,4.0817221,0.4380861,0.4352972,0.9469801,0.1980522,0.4410542,0.4688063,2.097224,0.2424324,0.1639932,0.1678259,1.9744264,0.3554696,0.4878102,0.2072093,1.7677808,0.2219353,0.1803174,2.1914867,0.168362,0.1919161,1.5111774,2.7336211,2.2249736,2.5188031,3.0110876,2.7544613,3.1804639,2.2610459,2.7357415,2.8040052,3.1111324,2.383255,3.0125051,0.1680268,2.9818177,3.1244491,3.023772,3.2150257,2.6699246,3.0433308,2.7452488,3.0010592,3.2450615,2.9013969,2.625671,2.4674903,1.6382387,3.8747166,4.5067203,3.7930767,3.8476176,4.2754527,4.0443408,3.9242581,4.7493283,4.152415,4.1098028,4.414241,4.2837016,4.0614336,4.9758728,3.7647009
2.951992348/534.2191273,1.5212368,1.6530785,1.8180783,1.5032415,1.7358934,1.7738225,2.0994567,1.9550586,1.5725776,1.9725449,2.2785124,2.0536417,1.4203918,1.5814853,2.5737109,1.8189265,1.9747633,2.0097695,2.0903865,1.9306895,2.3040512,1.8746352,0.1433224,0.463566,0.8962021,0.1678302,0.1357639,0.1447326,1.1168871,0.2054382,0.1389685,0.1422163,0.8075185,0.3012263,0.1341248,0.17559,0.7658177,0.1880688,0.1528017,0.8345454,0.4486669,0.1626304,0.6375945,1.6289758,1.9662402,1.5257272,1.5964367,1.957724,1.6485204,1.6034136,1.566107,1.8491016,1.4962099,1.6083807,1.4907014,0.1423866,1.445608,1.3767013,1.8202242,1.5976902,1.4150843,1.323999,1.8098069,1.3083749,1.4054582,1.2293062,2.0060385,1.8430295,1.0673903,1.7377049,1.7783625,2.0870338,1.5665295,1.605008,1.9923216,1.5124194,1.9293529,1.6967032,1.1688834,1.5647587,1.7316829,1.6003304,1.8849376,1.7792829
2.417844236/239.0700037,1.651643,1.524038,1.427131,1.509051,1.517191,1.533707,1.667963,1.64417,1.361703,1.810154,1.436989,1.531987,1.649105,1.481344,1.868832,1.709669,1.685422,1.699752,1.556829,1.781051,1.93532,1.7389,1.580702,1.488079,1.643029,1.704701,1.685614,1.760861,1.67987,1.910135,1.614122,1.782711,1.412302,1.698285,1.678698,1.759414,1.701462,1.89364,1.797088,1.716107,1.75672,1.057009,1.605499,1.594476,1.379577,1.575815,2.155321,1.725615,1.608207,1.707272,2.196954,2.055133,1.678148,1.633108,2.366541,1.390914,1.646386,2.266459,2.311258,1.892306,2.464676,2.30461,2.231967,2.13872,1.70413,1.275284,1.386125,1.401718,1.340784,1.815896,1.645869,1.667806,2.13434,1.347243,1.658077,2.095551,1.799372,1.644138,2.125289,1.509557,1.659858,2.142383,1.588025,1.927776
3.383174718/211.1326602,2.561589,1.806104,2.175601,2.135241,3.430112,1.752761,1.802564,1.97459,2.668951,1.972128,1.908856,2.144433,2.080458,1.944473,2.075504,1.840923,1.885149,2.058941,2.049128,1.553079,2.094763,2.02753,2.061017,1.928285,2.139791,2.019225,1.364321,1.871358,2.15379,2.257628,1.82829,1.914035,1.718273,2.41865,1.692759,2.116638,1.807591,2.046988,1.744649,1.989357,1.82916,1.549044,1.762856,2.472992,2.39509,2.427974,2.294843,1.879,1.766292,2.424739,2.225597,2.004929,2.216886,2.716433,2.295931,2.064661,2.3138,2.219372,2.04641,1.809819,1.929292,2.074002,1.938381,2.349555,3.159534,1.555274,2.708088,2.023191,3.298667,1.847192,2.472246,1.835298,1.758057,2.355927,1.834803,1.723119,2.821347,1.852068,1.326159,2.17512,1.899795,1.471068,3.259988,1.221792
2.986599169/255.119899,2.042458,2.026652,1.8265559,2.039999,2.3338805,1.6656904,1.5229743,1.7165502,2.4986065,1.6623121,1.5676364,1.8175139,2.3769499,1.5702361,1.8458148,1.5282989,1.647532,1.5173601,1.7753575,1.5956102,1.9212444,1.6782452,2.0127631,1.8669509,2.1585833,2.5624376,1.8949118,1.5076466,2.0212761,2.5736375,2.0667443,1.6278846,1.8213696,2.5260916,1.7347517,0.9975862,1.8010911,1.7855684,1.687166,1.773026,1.7412512,1.7501437,1.8003643,1.5663889,1.742162,1.6000368,1.6306396,1.5418404,1.567319,1.8236344,1.5001046,1.4261926,1.6140468,1.8885037,1.4084061,1.703123,1.6451379,1.3556953,1.3572222,1.6900421,1.9670756,1.5449601,1.3504457,1.5630079,2.7208817,1.5714303,2.2996339,1.9653547,3.0904104,1.6939591,2.3204959,1.8212363,1.4640168,2.0817112,1.7422018,1.5098339,2.3900547,1.7718134,1.924335,1.8337206,1.7106996,1.3836997,2.1300605,1.5471071
2.260495464/213.1231452,1.3136232,1.204667,1.4457899,1.6998049,1.9026632,2.0020195,2.9247836,1.9947407,1.7333022,2.3364214,3.4443077,2.0079121,1.5423067,2.0744586,3.092,2.0708616,3.1469244,4.5708689,2.0330793,2.7440294,5.2494754,2.2842958,1.8427594,1.757938,1.8076188,1.9276857,3.1955333,2.3853645,2.4339036,1.7846443,4.0334809,2.1269228,2.1484393,1.7828662,3.0366969,3.1283445,2.1192988,2.7351765,3.074582,2.2483946,3.3819249,1.427657,2.4006569,3.9515332,2.5367222,4.0954623,2.9063425,3.9447181,3.3087115,2.4083849,2.83049,5.0113989,3.4876058,2.4353381,3.0650693,3.6517712,4.5922386,3.2511391,5.0616676,5.9250978,2.1112542,3.1954256,4.9409724,4.190497,2.8921274,1.2305138,2.5786779,1.5711473,4.329842,1.940247,3.3425257,2.6135725,1.8967731,3.0667172,2.6684861,1.9658807,3.66198,2.4709426,1.4574866,2.7382817,2.5253549,2.5069011,3.5885994,2.0641174
2.337249108/136.0616559,2.136957,2.344111,2.676808,2.161633,3.463056,3.319796,3.18922,2.929054,3.434629,3.875105,3.438768,3.205261,3.061156,3.5949,3.91523,3.133854,4.23483,3.940289,3.916856,4.461348,3.988379,4.238049,2.299248,2.426689,1.935457,1.966439,2.349085,2.476143,2.346434,2.030751,3.249434,2.895896,2.390315,2.043379,2.481889,2.574009,2.546904,3.482468,2.783093,2.454954,3.376671,1.740186,2.804225,2.757062,2.462159,2.2158,2.589648,2.548049,2.399918,2.298043,2.692222,2.506455,2.441893,2.488524,2.956184,2.912302,2.685353,2.922502,3.005919,2.874493,2.449982,3.024424,3.021872,3.269206,2.67189,2.051274,2.585631,1.970016,3.263453,2.937339,3.454649,3.133663,3.210839,3.496297,3.248805,3.290006,4.045107,3.422126,3.294629,3.545283,3.660905,3.922263,4.604202,3.689876
2.300155696/167.070184,2.559782,2.552445,2.873834,2.444662,2.608958,2.936531,2.933781,2.365787,2.444039,3.33328,3.335473,2.927539,2.517375,2.941003,3.550914,3.054093,3.534719,3.858342,3.365803,3.462397,3.740805,3.281535,2.705298,2.484572,2.385297,2.189757,2.914464,2.580714,2.608293,2.14983,3.686488,2.987366,2.531199,2.416871,2.970946,3.036584,2.846331,4.734627,3.114724,2.770485,3.529324,1.482559,3.039604,2.359728,2.078066,1.995071,2.588123,2.502426,2.311305,2.261993,2.57252,2.667887,2.518331,2.361162,2.758688,3.108418,2.670469,2.639406,2.702655,2.652566,2.425828,2.329653,2.699397,2.649826,2.432144,2.329005,2.056199,2.165655,2.258887,2.622365,2.273537,2.827034,3.047281,2.360265,2.904469,2.953126,2.569899,2.82052,3.313442,2.247792,3.153807,3.548269,2.74824,2.998295
3.025341547/578.1215348,2.7045375,2.1408424,2.0350079,2.5907846,2.6462556,2.3142668,2.4752115,2.3524131,2.0730922,1.5872394,2.5909586,2.6986307,2.3323378,2.2968147,1.8200347,2.4643629,1.6057952,2.4105576,2.9257788,1.23929,1.7680769,1.675866,0.5395504,0.5280968,1.6204205,0.6318125,0.5110958,0.5448595,1.8304478,0.7733912,0.52316,0.5353866,1.2610653,1.1339948,0.5049255,0.6610251,1.7685473,0.7080027,0.5752363,2.1303556,0.537097,0.6122375,2.0221323,2.1885907,2.3120751,2.6237332,2.221739,2.1710136,2.6857393,2.3149363,2.2971974,2.550045,2.7372565,2.1237683,2.0831561,0.5360276,3.0421336,1.517779,1.4484524,3.0133376,4.3789563,1.4438944,2.6461961,1.3540223,2.3963997,1.6917989,2.0554399,2.3683971,1.4409526,2.0351945,2.0676904,2.6782966,1.1701276,2.4143845,2.6132615,2.2297009,2.9123095,2.7085379,1.9645602,2.3914749,2.9134972,0.9082665,0.9372312,1.063986
6.047829598/304.1325261,1.8427867,1.2350866,1.4617472,1.9657202,1.8360305,1.8634545,2.0826449,1.7088077,1.5756073,2.0177168,1.454571,0.9975958,1.3118593,1.8751085,1.6152004,1.7545073,1.4746534,2.2460652,1.8795196,2.1251576,2.3046413,1.8122673,1.7774498,1.9241908,1.9161438,1.5868354,1.8063205,1.9169993,1.8830982,0.8587685,2.1483335,1.9782811,0.960379,1.4147622,1.2429356,1.8954117,1.7129661,1.1115112,1.8674138,1.7716995,1.9595035,1.0057265,1.7377108,1.9788623,1.9881516,2.1967551,1.8329446,1.8234003,1.8484303,1.5788248,1.8484245,2.0057183,1.7299505,1.650818,1.9387494,2.159849,1.9633903,1.7771328,1.9480906,1.9815146,1.6116107,1.2900742,2.0111763,1.4651421,1.3808233,1.5995941,1.7667874,1.5701539,0.8287654,1.7124986,1.1862918,1.7382855,1.7220261,1.6184458,1.0944581,1.7345925,1.8309237,1.6438267,1.7240246,1.5262535,1.8095364,1.8852314,1.813589,1.1480059
2.626550602/263.1383471,2.5621569,2.8696404,3.6650605,4.0416092,3.9710149,3.871513,4.5066367,4.1191255,3.943605,5.0672164,5.4528947,4.4559364,3.4293025,3.510111,5.1412405,4.7535132,4.8064284,5.8042846,4.9275695,6.1861575,5.4824955,6.0787655,3.9586072,3.9569073,3.5794033,2.9168113,4.8055337,4.3160933,4.5933014,2.854397,4.9033287,4.8568053,4.1600798,3.3014334,5.1875254,4.602348,4.2500258,3.3993547,4.965719,4.9921617,5.1157634,2.4689993,5.1150842,2.0313566,1.8208973,1.7969086,2.0268292,2.0967185,1.5154914,2.1107659,1.8665639,2.2504397,1.5754909,2.058748,2.2847136,5.9739397,2.0887358,2.2931211,2.6460656,2.5326407,2.5267287,2.1511394,2.1563745,2.3309029,4.1202683,2.0079598,4.2193226,3.1147047,2.5245406,3.9401194,4.5663557,4.7523517,4.4864738,4.1501133,4.3982169,4.0074646,5.0176472,4.5283435,4.9683324,4.7542252,4.4926577,3.6529349,5.9876271,5.2621985
